Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Survey Results on Threats To External Validity, Generalizability Concerns, Data Sharing and University-Industry Collaboration in Mining Software Repository (MSR) Research","Mining Software Repositories (MSR) is an applied and practise-oriented field aimed at solving real problems encountered by practitioners and bringing value to Industry. Replication of results and findings, generalizability and external validity, University-Industry collaboration, data sharing and creation dataset repositories are important issues in MSR research. Research consisting of bibliometric analysis of MSR paper shows lack of University-Industry collaboration, deficiency of studies on closed or propriety source dataset and lack of data as well as tool sharing by researchers. We conduct a survey of authors of past three years of MSR conference (2012, 2013 and 2014) to collect data on their views and suggestions to address the stated concerns. We asked 20 questions from more than 100 authors and received a response from 39 authors. Our results shows that about one-third of the respondents always make their dataset publicly available and about one-third believe that data sharing should be a mandatory condition for publication in MSR conferences. Our survey reveals that more than 50% authors used solely open-source software (OSS) dataset for their research. More than 50% of the respondents mentioned that difficulty in sharing Industrial dataset outside the company is one of the major impediments in University-Industry collaboration.","A. Sureka; Ambika Tripathi; Savita Dabral","2015","arXiv.org","10.48550/arxiv.1506.01499","3","-","https://doi.org/10.48550/arxiv.1506.01499","","-","-","Include"
"Get the cogs in synch: time horizon aspects of industry--academia collaboration","In industry--academia collaboration projects, there are many issues related to different time horizons in industry and academia. If not adressed upfront, they may hinder collaboration in such projects. We analyze our experiences from a 10 year industry--academia collaboration program, the EASE Industrial Excellence Center in Sweden, and identify issues and feasible practices to overcome the hurdles of different time horizons. Specifically, we identify issues related to contracts, goals, results, organization (in)stability, and work practices. We identify several areas where the time horizon is different, and conclude that mutual awareness of these differences and management commitment to the collaboration are the key means to overcome the differences. The launch of a mediating institute may also be part of the solution.","P. Runeson; Sten Minör; Johan Svenér","2014","WISE@ASE","10.1145/2647648.2647652","14","true","https://doi.org/10.1145/2647648.2647652","Excellence; Key (lock); Work (physics); Horizon; Center of excellence; New horizons; Knowledge management; Computer science; Business; Engineering management","en","-","Include"
"The 4+1 view model of industry--academia collaboration","Industry--academia projects exist in complex contexts of various stakeholders, time perspectives, and goals. In order to analyze projects and communicate about them, we have defined an ""architectural"" model for industry--academia collaboration, inspired by Kruchten's software architecture model. The model has four views of i) time, ii) space, iii) activity and iv) domain, corresponding to the questions: when, where, how and what. The +1 view is the scenario, binding the other four together. We illustrate the model by applying it to the Industrial Excellence Center EASE and the Sigrun Software Innovation and Engineering Institute. The model helps analyzing industry--academia collaboration projects, to find gaps and reduce redundant work.","P. Runeson; Sten Minör","2014","WISE@ASE","10.1145/2647648.2647651","8","true","https://doi.org/10.1145/2647648.2647651","Work (physics); Domain (mathematical analysis); Excellence; Order (exchange); Computer science; Engineering management; Architecture; Software; Center of excellence; Space (punctuation)","en","-","Include"
"Practical experiences in designing and conducting empirical studies in industry-academia collaboration","More and more, software engineering researchers are motivated to solve real problems that bring value to industry. An example is the industry-academia collaboration described in this paper among everis, an IT consulting firm, and the GESSI research group at UPC. The goal of this paper is twofold: to evaluate the success of the collaboration, and to report the experience with conducting empirical studies in the industry and lessons learnt. We evaluated our collaboration with an existing model for technology transfer, and performed a focus group discussion to identify challenges we have faced. After initialization and alignment of the collaboration, a high maturity level has been achieved: we have obtained the first results in form of proposed solutions, scientific publications, and pilots run in real projects. In spite of this positive progress, further initiatives need to be undertaken in the last phases of the collaboration to achieve high degrees of maturity in deployment impact, industry benefit and innovativeness. Evaluating the collaboration has been positive, since we identified the next steps to be taken to achieve a high degree of technology transfer and innovation dissemination. We think it is a needed step in industry-academia collaborations in order to improve their success.","Silverio Martínez-Fernández; Helena Martins Marques","2014","Conducting Empirical Studies in Industry","10.1145/2593690.2593696","16","true","https://doi.org/10.1145/2593690.2593696","Software deployment; Maturity (psychological); Capability Maturity Model; Order (exchange); Empirical research; Initialization; Computer science; Engineering management; Technology transfer; Value (mathematics)","en","-","Include"
"Empirical software engineering research with industry: Top 10 challenges","Software engineering research can be done in many ways, in particular it can be done in different ways when it comes to working with industry. This paper presents a list of top 10 challenges to work with industry based on our experience from working with industry in a very close collaboration with continuous exchange of knowledge and information. The top 10 list is based on a large number of research projects and empirical studies conducted with industrial research partners since 1983. It is concluded that close collaboration is a long-term undertaking and a large investment. The importance of addressing the top 10 challenges is stressed, since they form the basis for a long-term sustainable and successful collaboration between industry and academia.","C. Wohlin","2013","Conducting Empirical Studies in Industry","10.1109/cesi.2013.6618469","64","false","https://doi.org/10.1109/cesi.2013.6618469","Empirical research; Work (physics); Investment (military); Software; Engineering management; Term (time); Computer science; Industry 4.0; Knowledge management; Engineering","en","-","Include"
"Some researcher considerations when conducting empirical studies in industry","Research collaborations must be set up for a win-win relationship, avoiding many hurdles along the way. In this short paper the goal is to identify some considerations when conducting empirical studies in industry. These considerations deal with problem solution approaches, communication focus, unpleasant results, mismatching interpretations and scope, business aspects and some evaluation criteria for a successful collaboration.","Sigrid Eldh","2013","Conducting Empirical Studies in Industry","10.1109/cesi.2013.6618476","10","false","https://doi.org/10.1109/cesi.2013.6618476","Scope (computer science); Focus (optics); Empirical research; Set (abstract data type); Computer science; Management science; Knowledge management; Risk analysis (engineering); Data science; Engineering","en","-","Include"
"Guidelines for Conducting Action Research Studies in Software Engineering","Context: Action research is popular in software engineering due to its industrial nature and promises of effective technology transfers. Yet, the methodology is still gaining popularity, and guidelines for conducting quality action research studies are needed. Objective: This paper aims to collect, summarize, and discuss guidelines for conducting action research in academia-industry collaborations. The guidelines are designed for researchers and practitioners alike. Method: I use existing guidelines for empirical studies and my own experiences to define guidelines for researchers and host organizations for conducting action research. Results: I identified 22 guidelines for conducting action research studies. They provide actionable recommendations on identifying the relevant context, planning and executing interventions (actions), reporting them, and reasoning around the ethics of action research. Conclusions: The paper concludes that the best way of engaging with action research is when we can be embedded in the host organization and when the collaboration leads to tangible change in the host organization and the generation of new scientific results.","Miroslaw Staron","2025","e-Informatica Software Engineering Journal","10.37190/e-inf250105","3","-","https://doi.org/10.37190/e-inf250105","","-","-","Include"
"A Researcher’s Experiences in Supporting Industrial Software Process Improvement","-","K. Petersen","2016","Managing Software Process Evolution","10.1007/978-3-319-31545-4_12","-","false","https://doi.org/10.1007/978-3-319-31545-4_12","Agile software development; Software Engineering Process Group; Lean software development; Process (computing); Asset (computer security); Personal software process; Relevance (law); Software; Engineering; Engineering management","en","21","Include"
"Impediments for Automated Software Test Execution","Automated software test execution is a critical part of the modern software development process, where rapid feedback on the product quality is expected. It is of high importance that impediments related to test execution automation are prevented and removed as quickly as possible. An enabling factor for all types of improvement is to understand the nature of what is to be improved. The goal with this thesis is to further the knowledge about common problems encountered by software developers using test execution automation, in order to enable improvement of test execution automation in industrial software development. The research has been performed through industrial case studies and literature reviews. The analysis of the data have primarily been performed using qualitative methods, searching for patterns, themes, and concepts in the data. Our main findings include: (a) a comprehensive list of potential impediments reported in the published body of knowledge on test execution automation, (b) an in-depth analysis of how such impediments may affect the performance of a development team, and (c) a proposal for a qualitative model of interactions between the main groups of phenomena that contribute to the formation of impediments in a test execution automation project. In addition to this, we contribute qualitative and quantitative empirical data from our industrial case studies. Through our results, we find that test execution automation is a commonly under-estimated activity, not only in terms of resources but also in terms of the complexity of the work. There is a clear tendency to perform the work ad hoc, down-prioritize the automation in favor of other activities, and ignore the long-term effects in favor of short-term gains. This is both a technical and a cultural problem that need to be managed by awareness of the problems that may arise, and also have to be solved in the long term through education and information. We conclude by proposing a theoretical model of the socio-technical system that needs to be managed to be successful with test execution automation.","Kristian Wiklund","2015","KTH Publication Database DiVA (KTH Royal Institute of Technology)","10.1109/32.57624","8","-","https://doi.org/10.1109/32.57624","","-","10","Include"
"The 4+1 View Model of Industri–Academia Collaboration","-","P. Runeson; Sten Min¨or","2014","Proceedings of the 2014 international workshop on Long-term industrial collaboration on software engineering","10.1145/2647648.2647651","17","-","https://doi.org/10.1145/2647648.2647651","","-","4","Include"
"Empirical software engineering research with industry: top 10 challenges","Abstract—Software engineering research can be done in many ways, in particular it can be done in different ways when it comes to working with industry. This paper presents a list of top 10 challenges to work with industry based on our experience from working with industry in a very close collaboration with continuous exchange of knowledge and information. The top 10 list is based on a large number of research projects and empirical studies conducted with industrial research partners since 1983. It is concluded that close collaboration is a long-term undertaking and a large investment. The importance of addressing the top 10 challenges is stressed, since they form the basis for a long-term sustainable and successful collaboration between industry and academia. Index Terms—Industry collaboration, empirical studies, industry challenges. I.","Claes Wohlin","2013","-","10.5555/2662528.2662542","40","true","https://doi.org/10.5555/2662528.2662542","Empirical research; Work (physics); Investment (military); Engineering management; Software; Industry 4.0; Term (time); Computer science; Manufacturing; Knowledge management","en","-","Include"
"Some researcher considerations when conducting empirical studies in industry","Research collaborations must be set up for a win-win relationship, avoiding many hurdles along the way. In this short paper the goal is to identify some considerations when conducting empirical studies in industry. These considerations deal with problem solution approaches, communication focus, unpleasant results, mismatching interpretations and scope, business aspects and some evaluation criteria for a successful collaboration.","Sigrid Eldh","2013","Conducting Empirical Studies in Industry","10.5555/2662528.2662551","9","false","https://doi.org/10.5555/2662528.2662551","Scope (computer science); Empirical research; Focus (optics); Management science; Set (abstract data type); Computer science; Knowledge management; Data science; Risk analysis (engineering); Engineering ethics","en","-","Include"
"Survey Results on Threats To External Validity, Generalizability Concerns, Data Sharing and University-Industry Collaboration in Mining Software Repository (MSR) Research","Mining Software Repositories (MSR) is an applied and practise-oriented field aimed at solving real problems encountered by practitioners and bringing value to Industry. Replication of results and findings, generalizability and external validity, University-Industry collaboration, data sharing and creation dataset repositories are important issues in MSR research. Research consisting of bibliometric analysis of MSR paper shows lack of University-Industry collaboration, deficiency of studies on closed or propriety source dataset and lack of data as well as tool sharing by researchers. We conduct a survey of authors of past three years of MSR conference (2012, 2013 and 2014) to collect data on their views and suggestions to address the stated concerns. We asked 20 questions from more than 100 authors and received a response from 39 authors. Our results shows that about one-third of the respondents always make their dataset publicly available and about one-third believe that data sharing should be a mandatory condition for publication in MSR conferences. Our survey reveals that more than 50% authors used solely open-source software (OSS) dataset for their research. More than 50% of the respondents mentioned that difficulty in sharing Industrial dataset outside the company is one of the major impediments in University-Industry collaboration.","Ashish Sureka; Ambika Tripathi; Savita Dabral","2015","arXiv (Cornell University)","10.48550/arxiv.1506.01499","2","true","https://doi.org/10.48550/arxiv.1506.01499","Generalizability theory; Data sharing; Software; Knowledge management; Computer science; Data science; Replication (statistics); External validity; Open source software; Business","en","-","Include"
"ARCHITECTING A ROBUST CYBER THREAT INTELLIGENCE CAPABILITY: A COMPREHENSIVE FRAMEWORK","In the contemporary digital landscape, organizations face an escalating tide of sophisticated cyber threats. Cyber Threat Intelligence (CTI) has emerged as a critical discipline to understand, predict, and counteract these adversarial activities. However, many organizations struggle to effectively operationalize CTI, often due to a lack of structured methodologies for program establishment. This article proposes a comprehensive framework designed to guide organizations through the systematic development and implementation of a CTI program. Drawing upon existing research and industry insights, the framework addresses key phases from requirements definition to continuous improvement, aiming to bridge the gap between theoretical CTI benefits and practical organizational integration. The discussion highlights the framework's advantages in enhancing proactive defense, adversary understanding, and overall security posture, while also acknowledging implementation challenges and future research avenues.","Dr. Rohan Deshmukh","2025","International Journal of Cyber Threat Intelligence and Secure Networking","10.55640/ijctisn-v02i02-02","-","true","https://doi.org/10.55640/ijctisn-v02i02-02","Computer science; Computer security","en","-","Include"
