title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
"Testing Uniform Random Samplers: Methods, Datasets and Protocols","Boolean formulae compactly encode huge, constrained search spaces. Thus, variability-intensive systems are often encoded with Boolean formulae. The search space of a variability-intensive system is usually too large to explore without statistical inference (e.g. testing). Testing every valid configuration is computationally expensive (if not impossible) for most systems. This leads most testing approaches to sample a few configurations before analysing them. A desirable property of such samples is uniformity: Each solution should have the same selection probability. Uniformity is the property that facilitates statistical inference. This property motivated the design of uniform random samplers, relying on SAT solvers and counters and achieving different trade-offs between uniformity and scalability. Though we can observe their performance in practice, judging the quality of the generated samples is different. Assessing the uniformity of a sampler is similar in nature to assessing the uniformity of a pseudo-random number (PRNG) generator. However, sampling is much slower, and the nature of sampling also implies that the hyperspace containing the samples is constrained. This means that testing PRNGs is subject to fewer constraints than testing samplers. We propose a framework that contains five statistical tests, which are suited to test uniform random samplers. Moreover, we demonstrate their use by testing eight samplers. Finally, we demonstrate the influence of the Boolean formula given as input to the samplers under test on the test results.","[{'authorId': '2302858216', 'name': 'Olivier Zeyen'}, {'authorId': '2367515277', 'name': 'Maxime Cordy'}, {'authorId': '35582593', 'name': 'Martin Gubri'}, {'authorId': '2302858380', 'name': 'Gilles Perrouin'}, {'authorId': '2288718922', 'name': 'Mathieu Acher'}]",2025.0,ACM Transactions on Software Engineering and Methodology,{'name': 'ACM Transactions on Software Engineering and Methodology'},https://www.semanticscholar.org/paper/fca65d2a2b0a0b2a4ecc5822bcd87d0c469fdd27,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2503.14079, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,46,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/corr/abs-2503-14079', 'ArXiv': '2503.14079', 'DOI': '10.1145/3797477', 'CorpusId': 277104767}",0,"Olivier Zeyen, Maxime Cordy, Martin Gubri, Gilles Perrouin, Mathieu Acher",JournalArticle,"DBLP:journals/corr/abs-2503-14079, ArXiv:2503.14079, DOI:10.1145/3797477, CorpusId:277104767"
Applying Graph Neural Networks to Learn Graph Configuration Spaces,"The configuration process for feature-oriented product lines is well-researched for Boolean and numerical feature configurations. However, in several engineering fields, we encounter the challenge of finding the optimal graph structure to describe a product configuration. Optimising complex graph structures towards multiple objectives within numerous constraints requires a deep understanding of the graph configuration space and the product properties it represents. This study aims to leverage graph neural networks (GNNs) to predict product properties, thereby supporting the configuration process in product lines. In a controlled experiment, we compare a GNN-based approach to a recent state-of-the-art approach utilising graph embeddings. We evaluate these methods on both accuracy and learning efficiency. Our findings indicate that the GNN-based approach outperforms the embedding-based method in terms of accuracy. However, it requires a substantially larger volume of training data to achieve these results. Overall, this research demonstrates the applicability of an ML-supported framework for engineering product lines using graph configurations.","[{'authorId': '2287944677', 'name': 'Michael Mittermaier'}, {'authorId': '2588256', 'name': 'Takfarinas Saber'}, {'authorId': '1719154', 'name': 'Goetz Botterweck'}]",2025.0,International Workshop on Variability Modelling of Software-Intensive Systems,{'name': 'Proceedings of the 19th International Working Conference on Variability Modelling of Software-Intensive Systems'},https://www.semanticscholar.org/paper/ccc7ca7eb6bdf9f0c2e6f31d3fac3fb877412cfc,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3715340.3715444?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3715340.3715444, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,40,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/vamos/MittermaierSB25', 'DOI': '10.1145/3715340.3715444', 'CorpusId': 278936215}",0,"Michael Mittermaier, Takfarinas Saber, Goetz Botterweck","JournalArticle, Book","DBLP:conf/vamos/MittermaierSB25, DOI:10.1145/3715340.3715444, CorpusId:278936215"
Performance-Aware Behaviour Models for Feature-Dependent Runtime Attributes in Product Lines,"A product line’s features describe its configurable functional properties by means of boolean feature toggles or numeric values. Meanwhile, performance models describe the link between features and non-functional product line properties such as binary size, memory usage, or workload latency. So far, these have focused on static features: model formalisms and learning algorithms assume that the product cannot be reconfigured at runtime and that there is no interaction between features, runtime behaviour, and runtime performance attributes. This is inadequate for real-world configurable software systems: compile-time features may be reconfigured at runtime (e.g. by overriding defaults), and non-featured workload attributes may affect performance attributes and thus must be considered within performance models. We propose performance-aware behaviour models to address this challenge. These build upon existing work on behaviour models and dynamic product lines, and link feature models (static configuration), behaviour models (variable workloads), non-featured runtime variability, and performance models in order to allow engineers to determine arbitrary configuration- and workload-dependent performance attributes of product lines. They are compatible with existing modeling methods and support workload-dependent performance attributes that cannot be expressed as a function of product features alone. We demonstrate the benefits of performance-aware behaviour models in three case studies, and show that they reduce performance prediction error by up to 90 %.","[{'authorId': '2239227811', 'name': 'B. Friesel'}, {'authorId': '2239298873', 'name': 'Olaf Spinczyk'}]",2025.0,International Workshop on Variability Modelling of Software-Intensive Systems,{'name': 'Proceedings of the 19th International Working Conference on Variability Modelling of Software-Intensive Systems'},https://www.semanticscholar.org/paper/73c7916445b37f7af0a7cea9890805a41b69b056,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3715340.3715435?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3715340.3715435, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,35,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/vamos/FrieselS25', 'DOI': '10.1145/3715340.3715435', 'CorpusId': 278936131}",0,"B. Friesel, Olaf Spinczyk","JournalArticle, Book","DBLP:conf/vamos/FrieselS25, DOI:10.1145/3715340.3715435, CorpusId:278936131"
CSAT: Configuration structure-aware tuning for highly configurable software systems,,"[{'authorId': '2269422969', 'name': 'Yufei Li'}, {'authorId': '2269244986', 'name': 'Liang Bao'}, {'authorId': '2269691626', 'name': 'Kaipeng Huang'}, {'authorId': '2175233917', 'name': 'C. Wu'}]",2024.0,Journal of Systems and Software,"{'volume': '222', 'pages': '112316', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/06d6d8d3c7cab5c2ca569020fd9b74e057bd08c5,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jss.2024.112316?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jss.2024.112316, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,39,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/jss/LiBHW25', 'DOI': '10.1016/j.jss.2024.112316', 'CorpusId': 274625343}",0,"Yufei Li, Liang Bao, Kaipeng Huang, C. Wu",JournalArticle,"DBLP:journals/jss/LiBHW25, DOI:10.1016/j.jss.2024.112316, CorpusId:274625343"
LLM-Based Misconfiguration Detection for AWS Serverless Computing,"Serverless computing is a popular cloud computing paradigm that enables developers to build applications at the function level, known as serverless applications. The Serverless Application Model (AWS SAM) is the most widely adopted configuration schema. However, misconfigurations pose a significant challenge due to the complexity of serverless configurations and the limitations of traditional data-driven techniques. Recent advancements in Large Language Models (LLMs), pre-trained on large-scale public data, offer promising potential for identifying and explaining misconfigurations. In this article, we present SlsDetector, the first framework that harnesses the capabilities of LLMs to perform static misconfiguration detection in serverless applications. SlsDetector utilizes effective prompt engineering with zero-shot prompting to identify configuration issues. It designs multi-dimensional constraints aligned with serverless configuration characteristics and leverages the Chain of Thought technique to enhance LLM inferences, alongside generating structured responses. We evaluate SlsDetector on a curated dataset of 110 configuration files, which includes correct configurations, real-world misconfigurations, and intentionally injected errors. Our results show that SlsDetector, based on ChatGPT-4o (one of the most representative LLMs), achieves a precision of 72.88%, recall of 88.18%, and F1-score of 79.75%, outperforming state-of-the-art data-driven methods by 53.82, 17.40, and 49.72 percentage points, respectively. We further investigate the generalization capability of SlsDetector across recent LLMs, including Llama 3.1 (405B) Instruct Turbo, Gemini 1.5 Pro, and DeepSeek V3, with consistently high effectiveness.","[{'authorId': '145672103', 'name': 'Jinfeng Wen'}, {'authorId': '115023982', 'name': 'Zhenpeng Chen'}, {'authorId': '2329048849', 'name': 'Zixi Zhu'}, {'authorId': '2326298201', 'name': 'Federica Sarro'}, {'authorId': '2329086835', 'name': 'Yi Liu'}, {'authorId': '31020088', 'name': 'Haodi Ping'}, {'authorId': '2238074161', 'name': 'Shangguang Wang'}]",2024.0,ACM Transactions on Software Engineering and Methodology,"{'volume': '35', 'pages': '1 - 28', 'name': 'ACM Transactions on Software Engineering and Methodology'}",https://www.semanticscholar.org/paper/34a91c40c511e1bf6e6d6d52f8950c7cb1fb1fb5,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2411.00642, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",9,72,,['JournalArticle'],['Computer Science'],"{'ArXiv': '2411.00642', 'DBLP': 'journals/corr/abs-2411-00642', 'DOI': '10.48550/arXiv.2411.00642', 'CorpusId': 273798243}",1,"Jinfeng Wen, Zhenpeng Chen, Zixi Zhu, Federica Sarro, Yi Liu, Haodi Ping, Shangguang Wang",JournalArticle,"ArXiv:2411.00642, DBLP:journals/corr/abs-2411-00642, DOI:10.48550/arXiv.2411.00642, CorpusId:273798243"
Exploring Performance Trade-offs in JHipster,"The performance of software systems remains a persistent concern in the field of software engineering. While traditional metrics like binary size and execution time have long been focal points for developers, the power consumption concern has gained significant attention, adding a layer of complexity to performance evaluation. Configurable software systems, with their potential for numerous configurations, further complicate this evaluation process. In this experience paper, we examine the impact of configurations on performance, specifically focusing on the web stack generator JHipster. Our goal is to understand how configuration choices within JHipster influence the performance of the generated system. We undertake an exhaustive analysis of JHipster by examining its configurations and their effects on system performance. Additionally, we explore individual configuration options to gauge their specific influence on performance. Through this process, we develop a comprehensive performance model for JHipster, enabling us to automate the identification of configurations that optimize specific performance metrics. In particular, we identify configurations that demonstrate near-optimal performance across multiple indicators and report on significant correlations between configuration choices within JHipster and the performance of generated systems.","[{'authorId': '2322805121', 'name': ""Edouard Gu'egain""}, {'authorId': '2311724353', 'name': 'Alexandre Bonvoisin'}, {'authorId': '2306661981', 'name': 'Clément Quinton'}, {'authorId': '2273976931', 'name': 'Mathieu Acher'}, {'authorId': '2261954940', 'name': 'Romain Rouvoy'}]",2024.0,arXiv.org,"{'volume': 'abs/2409.16480', 'name': 'ArXiv'}",https://www.semanticscholar.org/paper/d609ebd598e90beeb7cc328dbf48487cc61808de,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2409.16480, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,36,,['JournalArticle'],['Computer Science'],"{'ArXiv': '2409.16480', 'DBLP': 'journals/corr/abs-2409-16480', 'DOI': '10.48550/arXiv.2409.16480', 'CorpusId': 272880636}",0,"Edouard Gu'egain, Alexandre Bonvoisin, Clément Quinton, Mathieu Acher, Romain Rouvoy",JournalArticle,"ArXiv:2409.16480, DBLP:journals/corr/abs-2409-16480, DOI:10.48550/arXiv.2409.16480, CorpusId:272880636"
Towards Rapid Design of Compartmental Models,"In times of crisis, epidemiologists can come under great pressure to model rapidly evolving diseases and to produce analyses about the effects of potential public health interventions. Taking previously developed, tested, and validated model components as the base on which to prototype new infectious disease models can save precious time and effort. However, there is currently no systematic process for quickly navigating a corpus of existing epidemiological models or identifying and reusing their most useful components. In this paper, we propose a vision to accelerate the creation of prototype compartmental models for infectious diseases. We outline a semi-automated process that epidemiologists can use to create prototypes that have been partially completed with reused fragments from existing models. Epidemiologists can thus focus on modelling the novel aspects of an ongoing public health crisis, as opposed to aspects of it that are already more or less well understood in previous work. Our approach comprises five steps in total, including identifying useful components in a corpus of infectious disease models, generating potential candidate prototypes, and organizing them in a formal data structure that allows navigation and exploration by the modellers. We outline 13 challenges ahead and discuss potential solutions based on formal modelling techniques.","[{'authorId': '2324700600', 'name': 'Zahra Fiyouzisabah'}, {'authorId': '2037477411', 'name': 'J. Galasso'}, {'authorId': '2300292143', 'name': 'Marios Fokaefs'}, {'authorId': '1923729', 'name': 'Michalis Famelis'}]",2024.0,ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,{'name': 'Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems'},https://www.semanticscholar.org/paper/17923f8d6b8b27c9580e52b96228037958af42e3,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3652620.3688340?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3652620.3688340, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,33,,"['JournalArticle', 'Book', 'Conference']",['Computer Science'],"{'DBLP': 'conf/models/FiyouzisabahGFF24', 'DOI': '10.1145/3652620.3688340', 'CorpusId': 273178114}",0,"Zahra Fiyouzisabah, J. Galasso, Marios Fokaefs, Michalis Famelis","JournalArticle, Book, Conference","DBLP:conf/models/FiyouzisabahGFF24, DOI:10.1145/3652620.3688340, CorpusId:273178114"
"Optimization Space Learning: A Lightweight, Noniterative Technique for Compiler Autotuning","Compilers are highly configurable systems. One can influence the performance of a compiled program by activating and deactivating selected compiler optimizations. However, automatically finding well-performing configurations is a challenging task. We consider expensive iteration, paired with recompilation of the program to optimize, as one of the main shortcomings of state-of-the-art approaches. Therefore, we propose Optimization Space Learning, a lightweight and noniterative technique. It exploits concepts known from configuration space learning and recommender systems to discover well-performing compiler configurations. This reduces the overhead induced by the approach significantly, compared to existing approaches. The process of finding a well-performing configuration is 800k times faster than with the state-of-the-art techniques.","[{'authorId': '2217889336', 'name': 'Tamim Burgstaller'}, {'authorId': '2233477799', 'name': 'Damian Garber'}, {'authorId': '144335284', 'name': 'Viet-Man Le'}, {'authorId': '2264307908', 'name': 'Alexander Felfernig'}]",2024.0,Software Product Lines Conference,{'name': 'Proceedings of the 28th ACM International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/e27c3a4736f65c160bb38fc0ff3b334cf1902efd,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3646548.3672588?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3646548.3672588, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,49,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/splc/BurgstallerGLF24', 'DOI': '10.1145/3646548.3672588', 'CorpusId': 271823434}",0,"Tamim Burgstaller, Damian Garber, Viet-Man Le, Alexander Felfernig","Book, JournalArticle","DBLP:conf/splc/BurgstallerGLF24, DOI:10.1145/3646548.3672588, CorpusId:271823434"
Pragmatic Random Sampling of the Linux Kernel: Enhancing the Randomness and Correctness of the conf Tool,"The configuration space of some systems is so large that it cannot be computed. This is the case with the Linux Kernel, which provides almost 19,000 configurable options described across more than 1,600 files in the Kconfig language. As a result, many analyses of the Kernel rely on sampling its configuration space (e.g., debugging compilation errors, predicting configuration performance, finding the configuration that optimizes specific performance metrics, etc.). The Kernel can be sampled pragmatically, with its built-in tool conf, or idealistically, translating the Kconfig files into logic formulas. The pros of the idealistic approach are that it provides statistical guarantees for the sampled configurations, but the cons are that it sets out many challenging problems that have not been solved yet, such as scalability issues. This paper introduces a new version of conf called randconfig+, which incorporates a series of improvements that increase the randomness and correctness of pragmatic sampling and also help validate the Boolean translation required for the idealistic approach. randconfig+ has been tested on 20,000 configurations generated for 10 different Kernel versions from 2003 to the present day. The experimental results show that randconfig+ is compatible with all tested Kernel versions, guarantees the correctness of the generated configurations, and increases conf’s randomness for numeric and string options.","[{'authorId': '1400612686', 'name': 'David Fernández-Amorós'}, {'authorId': '1700527', 'name': 'R. Heradio'}, {'authorId': '2360524078', 'name': 'José Miguel Horcas Aguilera'}, {'authorId': '36457775', 'name': 'J. Galindo'}, {'authorId': '2280937373', 'name': 'David Benavides'}, {'authorId': '2303594197', 'name': 'Lidia Fuentes'}]",2024.0,Software Product Lines Conference,{'name': 'Proceedings of the 28th ACM International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/54a4eb539f38376da78e492316a28d7370b919ea,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3646548.3672586?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3646548.3672586, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4,54,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/splc/Fernandez-Amoros24', 'DOI': '10.1145/3646548.3672586', 'CorpusId': 271838444}",0,"David Fernández-Amorós, R. Heradio, José Miguel Horcas Aguilera, J. Galindo, David Benavides, Lidia Fuentes","JournalArticle, Book","DBLP:conf/splc/Fernandez-Amoros24, DOI:10.1145/3646548.3672586, CorpusId:271838444"
Out-of-the-Box Prediction of Non-Functional Variant Properties Using Automated Machine Learning,"A configurable system is characterized by the configuration options present or absent in its variants. Selecting and deselecting those configuration options directly influences the functional properties of the system. Apart from functional properties, there are system characteristics that influence the performance (e.g., power demand), safety (e.g., fault probabilities), and security (e.g., susceptibility to attacks) of the system, called Non-Functional Properties (NFPs). Knowledge of NFPs is crucial for evaluating a system’s feasibility, usability, and resource demands. Although variability influences these characteristics, NFPs do not compose linearly for every selected feature. Feature interactions can increase the overall NFP values through (potentially exponential) amplification or decrease them through mitigation effects. In this paper, we propose an automated machine learning (AutoML) approach to predict NFP values for new configurations based on previously measured configuration values. Using AutoML, we leverage the advantages of machine learning for predicting NFPs without having to parameterize and fine-tune machine learning models. This approach and the resulting pipeline aim to reduce the complexity of performance prediction for configurable systems. We test the feasibility of our pipeline in a first evaluation on 4 real-world subject systems and discuss cases where AutoML may improve the prediction of NFPs.","[{'authorId': '2280935110', 'name': 'Lukas Güthing'}, {'authorId': '72034625', 'name': 'T. Pett'}, {'authorId': '2272523992', 'name': 'Ina Schaefer'}]",2024.0,Software Product Lines Conference,{'name': 'Proceedings of the 28th ACM International Systems and Software Product Line Conference'},https://www.semanticscholar.org/paper/b480b8f2eba9e3484841503d397a8c0cf13b7fe4,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3646548.3676546?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3646548.3676546, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,13,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/splc/GuthingPS24', 'DOI': '10.1145/3646548.3676546', 'CorpusId': 272171557}",0,"Lukas Güthing, T. Pett, Ina Schaefer","Book, JournalArticle","DBLP:conf/splc/GuthingPS24, DOI:10.1145/3646548.3676546, CorpusId:272171557"
Automated program repair for variability bugs in software product line systems,,"[{'authorId': '2116086203', 'name': 'Thu-Trang Nguyen'}, {'authorId': '2109108964', 'name': 'Xiaoyi Zhang'}, {'authorId': '2122951953', 'name': 'Paolo Arcaini'}, {'authorId': '2257311280', 'name': 'Fuyuki Ishikawa'}, {'authorId': '1833292', 'name': 'H. Vo'}]",2024.0,Journal of Systems and Software,"{'volume': '221', 'pages': '112152', 'name': 'J. Syst. Softw.'}",https://www.semanticscholar.org/paper/a8bbaa5dfbb22c067beaeba01e523268d47ce7fd,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.jss.2024.112152?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.jss.2024.112152, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",2,82,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/jss/NguyenZAIV25', 'DOI': '10.1016/j.jss.2024.112152', 'CorpusId': 272104768}",0,"Thu-Trang Nguyen, Xiaoyi Zhang, Paolo Arcaini, Fuyuki Ishikawa, H. Vo",JournalArticle,"DBLP:journals/jss/NguyenZAIV25, DOI:10.1016/j.jss.2024.112152, CorpusId:272104768"
Embracing Deep Variability For Reproducibility and Replicability,"Reproducibility (a.k.a., determinism in some cases) constitutes a fundamental aspect in various fields of computer science, such as floating-point computations in numerical analysis and simulation, concurrency models in parallelism, reproducible builds for third parties integration and packaging, and containerization for execution environments. These concepts, while pervasive across diverse concerns, often exhibit intricate inter-dependencies, making it challenging to achieve a comprehensive understanding. In this short and vision paper we delve into the application of software engineering techniques, specifically variability management, to systematically identify and explicit points of variability that may give rise to reproducibility issues (e.g., language, libraries, compiler, virtual machine, OS, environment variables, etc.). The primary objectives are: i) gaining insights into the variability layers and their possible interactions, ii) capturing and documenting configurations for the sake of reproducibility, and iii) exploring diverse configurations to replicate, and hence validate and ensure the robustness of results. By adopting these methodologies, we aim to address the complexities associated with reproducibility and replicability in modern software systems and environments, facilitating a more comprehensive and nuanced perspective on these critical aspects.","[{'authorId': '2288718922', 'name': 'Mathieu Acher'}, {'authorId': '2260344793', 'name': 'Benoît Combemale'}, {'authorId': '2154316077', 'name': 'Georges Aaron Randrianaina'}, {'authorId': '145810487', 'name': 'J. Jézéquel'}]",2024.0,ACM-REP,{'name': 'Proceedings of the 2nd ACM Conference on Reproducibility and Replicability'},https://www.semanticscholar.org/paper/d65e40b2d4b9172facbf403cc00e00dc387a85fb,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3641525.3663621?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3641525.3663621, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",5,57,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/acmrep/AcherCRJ24', 'DOI': '10.1145/3641525.3663621', 'CorpusId': 270799723}",0,"Mathieu Acher, Benoît Combemale, Georges Aaron Randrianaina, J. Jézéquel","Book, JournalArticle","DBLP:conf/acmrep/AcherCRJ24, DOI:10.1145/3641525.3663621, CorpusId:270799723"
Paving a Path for a Combined Family of Feature Toggle and Configuration Option Research,"Feature toggles and configuration options are techniques to include or exclude functionality in software. The research contributions to these two techniques have most often been focused on either one of them. However, focusing on the similarities of these two techniques and the use of a common terminology may enable a combined family of research on software configuration (a term we use to encompass both techniques) and prevent duplication of effort. The goal of this study is to aid researchers in conducting a family of research on software configuration by extending an existing model of software configuration that provides a common terminology for feature toggles and configuration options in research studies. We started with Siegmund et al.’s Model of Software Configuration (MSC), which was developed based on configuration option-related resources. We extend the MSC by qualitative analysis of feature toggle-related resources. From our analysis, we proposed MSCv2 and evaluated it through its application on publications and an industrial system. Our results indicate researchers studying the same system may provide different definitions of software configuration in publications, similar research questions may be answered repeatedly because of a lack of a clear definition of software configuration, and having an MSC may enable generalized research on this family of research.","[{'authorId': '1414752345', 'name': 'Rezvan Mahdavi-Hezaveh'}, {'authorId': '2192934802', 'name': 'Sameeha Fatima'}, {'authorId': '2279932366', 'name': 'Laurie Williams'}]",2024.0,ACM Transactions on Software Engineering and Methodology,"{'volume': '33', 'pages': '1 - 27', 'name': 'ACM Transactions on Software Engineering and Methodology'}",https://www.semanticscholar.org/paper/068afd393827f1c48f78c62be5373dada30507a8,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3672555', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3672555?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3672555, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",1,69,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/tosem/MahdaviHezavehFW24', 'DOI': '10.1145/3672555', 'CorpusId': 270490613}",0,"Rezvan Mahdavi-Hezaveh, Sameeha Fatima, Laurie Williams",JournalArticle,"DBLP:journals/tosem/MahdaviHezavehFW24, DOI:10.1145/3672555, CorpusId:270490613"
Cost-Efficient Construction of Performance Models,"Modern high-performance applications are highly-configurable systems that provide hundreds of configuration options. Performance models offer insights into the performance of these applications and help users understand the impact of these options. Yet, crafting models for such applications proves costly due to the many configuration options and their unknown performance impacts that need to be modeled. However, some options are performance-irrelevant, and removing them can reduce construction costs without compromising accuracy. This paper explores an approach to automatically identify performance-irrelevant configuration options empirically. By leveraging established performance modeling methods, we devise cost-efficient preliminary prediction models that rely on fewer samples and analyze them to identify such options. We evaluate our approach using a real-world HPC application to demonstrate our method's effectiveness in recognizing performance-irrelevant options and the potential to save costs for performance modeling.","[{'authorId': '2276007272', 'name': 'Larissa Schmid'}, {'authorId': '27916053', 'name': 'Timur Sağlam'}, {'authorId': '2319518937', 'name': 'Michael Selzer'}, {'authorId': '2268013077', 'name': 'A. Koziolek'}]",2024.0,PERMAVOST@HPDC,"{'name': 'Proceedings of the 4th Workshop on Performance EngineeRing, Modelling, Analysis, and VisualizatiOn STrategy'}",https://www.semanticscholar.org/paper/65aa263613ad090c927009d25db33c8224026bb2,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3660317.3660322?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3660317.3660322, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4,18,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/permavost/SchmidSSK24', 'DOI': '10.1145/3660317.3660322', 'CorpusId': 272379755}",0,"Larissa Schmid, Timur Sağlam, Michael Selzer, A. Koziolek","JournalArticle, Book","DBLP:conf/permavost/SchmidSSK24, DOI:10.1145/3660317.3660322, CorpusId:272379755"
Effect of Feature Subset Selection on Samplings for Performance Prediction of Configurable Systems,"Organizations require personalized solutions to effectively address users’ needs, and stay competitive in the market. In this context, configurable systems offer numerous configuration options to meet user-specific functional and non-functional requirements. However, although configurability makes these systems flexible and versatile, a simple change can result in serious problems in different software variants, such as performance bottlenecks and security issues. Thus, automated approaches based on machine learning have been developed to facilitate configuration management. Our work aims to expand upon previous findings in this field by assessing their applicability to other scenarios. By introducing more efficient practices, we can contribute to cost reduction, higher software quality, and quicker time-to-market. This is particularly relevant in a global context where software plays a crucial role.","[{'authorId': '2308437033', 'name': 'J. Rodrigues'}, {'authorId': '2361467315', 'name': 'Juliana Alves Pereira'}]",2024.0,Brazilian Symposium on Information Systems,{'name': 'Anais Estendidos do XX Simpósio Brasileiro de Sistemas de Informação (SBSI 2024)'},https://www.semanticscholar.org/paper/e2f9e36b4d593a9c927146ee6ade1def56bba4ff,True,"{'url': 'https://sol.sbc.org.br/index.php/sbsi_estendido/article/download/28605/28409', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.5753/sbsi_estendido.2024.238518?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5753/sbsi_estendido.2024.238518, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0,19,,,,"{'DOI': '10.5753/sbsi_estendido.2024.238518', 'CorpusId': 270749535}",0,"J. Rodrigues, Juliana Alves Pereira",,"DOI:10.5753/sbsi_estendido.2024.238518, CorpusId:270749535"
