id,abstract,apc_list.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4308648328,,,Shriram Shanbhag|Sridhar Chimalakonda,https://openalex.org/A5085158992|https://openalex.org/A5042924610,https://orcid.org/0000-0003-1717-6056|https://orcid.org/0000-0003-0818-8178,IN|IN,Indian Institute of Technology Tirupati|Indian Institute of Technology Tirupati,https://openalex.org/I4210109292|https://openalex.org/I4210109292,True|False,,0.81554524,8,https://openalex.org/I4210109292,Exploring the under-explored terrain of non-open source data for software engineering through the lens of federated learning,https://doi.org/10.1145/3540250.3560883,,1.1641,False,en,False,closed,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,https://openalex.org/S4363608883,,conference,Software Engineering Research,2022-11-07,2022,article
https://openalex.org/W4406184835,"Context: Action research is popular in software engineering due to its industrial nature and promises of effective technology transfers. Yet, the methodology is still gaining popularity, and guidelines for conducting quality action research studies are needed. Objective: This paper aims to collect, summarize, and discuss guidelines for conducting action research in academia-industry collaborations. The guidelines are designed for researchers and practitioners alike. Method: I use existing guidelines for empirical studies and my own experiences to define guidelines for researchers and host organizations for conducting action research. Results: I identified 22 guidelines for conducting action research studies. They provide actionable recommendations on identifying the relevant context, planning and executing interventions (actions), reporting them, and reasoning around the ethics of action research. Conclusions: The paper concludes that the best way of engaging with action research is when we can be embedded in the host organization and when the collaboration leads to tangible change in the host organization and the generation of new scientific results.",,Miroslaw Staron,https://openalex.org/A5074020697,https://orcid.org/0000-0002-9052-0864,,,,True,cc-by,0.96513304,3,,Guidelines for Conducting Action Research Studies in Software Engineering,https://doi.org/10.37190/e-inf250105,,8.3399,False,en,True,diamond,e-Informatica Software Engineering Journal,https://openalex.org/P4310317492,Wrocław University of Science and Technology,https://openalex.org/S2738831096,1897-7979,journal,Software Engineering Techniques and Practices,2025-01-01,2025,article
https://openalex.org/W2166139627,,,Sigrid Eldh,https://openalex.org/A5057870704,https://orcid.org/0000-0002-5070-9312,SE,Ericsson (Sweden)|Karlstad University,https://openalex.org/I1306339040|https://openalex.org/I43968019,True,,0.91089109,9,https://openalex.org/I1306339040|https://openalex.org/I43968019,Some researcher considerations when conducting empirical studies in industry,https://doi.org/10.5555/2662528.2662551,,2.6941,False,en,False,closed,Conducting Empirical Studies in Industry,,,https://openalex.org/S4306417997,,conference,Software Engineering Techniques and Practices,2013-05-19,2013,article
https://openalex.org/W650893005,"Automated software test execution is a critical part of the modern software development process, where rapid feedback on the product quality is expected. It is of high importance that impediments related to test execution automation are prevented and removed as quickly as possible. An enabling factor for all types of improvement is to understand the nature of what is to be improved. The goal with this thesis is to further the knowledge about common problems encountered by software developers using test execution automation, in order to enable improvement of test execution automation in industrial software development. The research has been performed through industrial case studies and literature reviews. The analysis of the data have primarily been performed using qualitative methods, searching for patterns, themes, and concepts in the data. Our main findings include: (a) a comprehensive list of potential impediments reported in the published body of knowledge on test execution automation, (b) an in-depth analysis of how such impediments may affect the performance of a development team, and (c) a proposal for a qualitative model of interactions between the main groups of phenomena that contribute to the formation of impediments in a test execution automation project. In addition to this, we contribute qualitative and quantitative empirical data from our industrial case studies. Through our results, we find that test execution automation is a commonly under-estimated activity, not only in terms of resources but also in terms of the complexity of the work. There is a clear tendency to perform the work ad hoc, down-prioritize the automation in favor of other activities, and ignore the long-term effects in favor of short-term gains. This is both a technical and a cultural problem that need to be managed by awareness of the problems that may arise, and also have to be solved in the long term through education and information. We conclude by proposing a theoretical model of the socio-technical system that needs to be managed to be successful with test execution automation.",,Kristian Wiklund,https://openalex.org/A5000019718,https://orcid.org/0000-0001-8228-813X,,,,True,other-oa,0.77877958,8,,Impediments for Automated Software Test Execution,,,1.1061,False,en,True,green,KTH Publication Database DiVA (KTH Royal Institute of Technology),,,https://openalex.org/S4306401559,,repository,Software Testing and Debugging Techniques,2015-01-01,2015,article
https://openalex.org/W3209187066,,,Filipe Lima|Alison Burrows|Lídia Lemos|Priscila Lucena|Ricardo Pessoa|Rui José|Paula Trigueiros,https://openalex.org/A5039903033|https://openalex.org/A5066532507|https://openalex.org/A5069691447|https://openalex.org/A5076841595|https://openalex.org/A5025077683|https://openalex.org/A5037332417|https://openalex.org/A5084204553,https://orcid.org/0000-0002-3853-3748|https://orcid.org/0000-0002-8899-7786|||https://orcid.org/0000-0001-8374-1776|https://orcid.org/0000-0003-3547-2131|https://orcid.org/0000-0001-9773-7874,PT|PT|PT|PT||PT|PT,University of Minho|University of Minho|University of Minho|University of Minho||University of Minho|University of Minho,https://openalex.org/I99682543|https://openalex.org/I99682543|https://openalex.org/I99682543|https://openalex.org/I99682543||https://openalex.org/I99682543|https://openalex.org/I99682543,True|False|False|False|False|False|False,other-oa,0.92864865,3,https://openalex.org/I99682543,"An Industry-Academia, Multidisciplinary and Expertise-Heterogeneous Design Approach: A Case Study on Designing for Mobility",https://doi.org/10.1007/978-3-030-89735-2_23,,3.3313,False,en,True,green,Springer series in design and innovation,https://openalex.org/P4310319972,Springer International Publishing,https://openalex.org/S4210211810,2661-8184,book series,Innovative Approaches in Technology and Social Development,2021-10-21,2021,book-chapter
https://openalex.org/W4233797809,,,Sigrid Eldh,https://openalex.org/A5057870704,https://orcid.org/0000-0002-5070-9312,SE,Karlstad University|Ericsson (Sweden),https://openalex.org/I43968019|https://openalex.org/I1306339040,True,,0.92192063,7,https://openalex.org/I1306339040|https://openalex.org/I43968019,Some researcher considerations when conducting empirical studies in industry,https://doi.org/10.1109/cesi.2013.6618476,,2.4268,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2013-05-01,2013,article
https://openalex.org/W2884718919,,,Ivonne von Nostitz-Wallwitz|Jacob Krüger|Thomas Leich,https://openalex.org/A5045104081|https://openalex.org/A5042728295|https://openalex.org/A5086853013,|https://orcid.org/0000-0002-0283-248X|https://orcid.org/0000-0001-9580-7728,DE|DE|DE,Otto-von-Guericke University Magdeburg|Otto-von-Guericke University Magdeburg|Harz University of Applied Sciences,https://openalex.org/I95793202|https://openalex.org/I95793202|https://openalex.org/I94575722,True|False|False,,0.87999632,6,https://openalex.org/I95793202,Towards improving industrial adoption,https://doi.org/10.1145/3195546.3195548,Deutsche Forschungsgemeinschaft,1.5708,False,en,False,closed,,,,,,,Software Engineering Research,2018-05-29,2018,article
https://openalex.org/W4386714239,"Background: Software reference architectures are becoming widely adopted by organizations that need to support the design and maintenance of software applications of a shared domain. For organizations that plan to adopt this architecture-centric approach, it becomes fundamental to understand how software reference architectures are engineered, and to know their return on investment. Unfortunately, there is a lack of evidence-based support to help organizations with these challenges. Goal: The main goal of this PhD thesis is to support organizations making informed decisions about software reference architecture acquisition, design, and use based on empirical evidence. Methods: To accomplish this goal, we have conducted an action research approach in an industry-academia collaboration between everis (a multinational IT consulting firm based in Spain) and our Research Group of Software and Service Engineering (GESSI). Results: The results from our industry-academia collaboration led to uncover novel evidence on the use of software reference architectures in practice. The procedures and evidence obtained have been packaged to design guidelines that could be used in similar contexts as the one of everis. Conclusions: This PhD thesis supports organizations to acquire and engineer software reference architectures by providing evidence-based support. Such evidence-based support consists of the results of the empirical studies conducted in this PhD thesis, and the presented guidelines for gathering new corporate evidence. Context: Les arquitectures del software de referència estan sent àmpliament adoptades per les organitzacions que necessiten dissenyar i mantenir aplicacions software d’un domini compartit. Per les organitzacions que tenen previst adoptar aquest enfocament centrat en l’arquitectura, esdevé fonamental entendre com es dissenyen les arquitectures del software de referència, i conèixer el seu retorn d’inversió. Desafortunadament, hi ha una manca de recolzament basat en l’evidència per ajudar aquestes organitzacions a afrontar aquests reptes. Objectiu: L’objectiu principal d’aquesta tesi doctoral és recolzar les organitzacions a prendre decisions informades i basades en l’evidència empírica sobre l’adquisició, disseny i ús d’arquitectures del software de referència. Mètodes: Per aconseguir aquest objectiu, s’ha portat a terme un enfocament d’investigació-acció en una col·laboració empresa-universitat entre “everis” (una empresa multinacional de consultoria tecnològica amb seu a Espanya) i el nostre Grup d’investigació en Enginyeria del Software i Serveis (GESSI). Resultats: Fruït de la nostra col·laboració empresa-universitat, s’han descobert noves evidències sobre l’ús d’arquitectures del software de referència a la pràctica. Els procediments i les evidències obtingudes han estat empaquetades per dissenyar directrius que podrien ser utilitzades en contextos similars com el d’everis. Conclusions: Aquesta tesi doctoral és una contribució per les organitzacions que adopten i dissenyen arquitectures del software de referència, proporcionant recolzament basat en l’evidència empírica. Aquest recolzament es constitueix dels resultats dels estudis empírics realitzats en aquesta tesi doctoral, i les directrius que es presenten per la recol·lecció de noves evidències corporatives.",,Silverio Martínez‐Fernández,https://openalex.org/A5050955846,https://orcid.org/0000-0001-9928-133X,ES,University of Almería|Universitat Politècnica de Catalunya,https://openalex.org/I52354020|https://openalex.org/I9617848,True,cc-by-nc,,2,https://openalex.org/I52354020|https://openalex.org/I9617848,Gathering empirical evidence and building a business case for software reference architectures in industry,https://doi.org/10.5821/dissertation-2117-96382,Universidade de São Paulo|Universitat Politècnica de Catalunya|Erasmus+,,False,en,True,gold,,,,,,,Software Engineering Research,2016-06-23,2016,dissertation
https://openalex.org/W638202199,"Mining Software Repositories (MSR) is an applied and practise-oriented field aimed at solving real problems encountered by practitioners and bringing value to Industry. Replication of results and findings, generalizability and external validity, University-Industry collaboration, data sharing and creation dataset repositories are important issues in MSR research. Research consisting of bibliometric analysis of MSR paper shows lack of University-Industry collaboration, deficiency of studies on closed or propriety source dataset and lack of data as well as tool sharing by researchers. We conduct a survey of authors of past three years of MSR conference (2012, 2013 and 2014) to collect data on their views and suggestions to address the stated concerns. We asked 20 questions from more than 100 authors and received a response from 39 authors. Our results shows that about one-third of the respondents always make their dataset publicly available and about one-third believe that data sharing should be a mandatory condition for publication in MSR conferences. Our survey reveals that more than 50% authors used solely open-source software (OSS) dataset for their research. More than 50% of the respondents mentioned that difficulty in sharing Industrial dataset outside the company is one of the major impediments in University-Industry collaboration.",,Ashish Sureka|Ambika Tripathi|Savita Dabral,https://openalex.org/A5029699582|https://openalex.org/A5019905648|https://openalex.org/A5027857561,https://orcid.org/0000-0001-6084-9661||,||,,,True|False|False,,,2,,"Survey Results on Threats To External Validity, Generalizability Concerns, Data Sharing and University-Industry Collaboration in Mining Software Repository (MSR) Research",https://doi.org/10.48550/arxiv.1506.01499,,,False,en,True,green,arXiv (Cornell University),https://openalex.org/I205783295,Cornell University,https://openalex.org/S4306400194,,repository,Software Engineering Research,2015-06-04,2015,preprint
https://openalex.org/W2518785283,,,Kai Petersen,https://openalex.org/A5071394068,https://orcid.org/0000-0002-1532-8223,SE,Blekinge Institute of Technology,https://openalex.org/I52719799,True,,0.20179491,0,https://openalex.org/I52719799,A Researcher’s Experiences in Supporting Industrial Software Process Improvement,https://doi.org/10.1007/978-3-319-31545-4_12,,0.0,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2016-01-01,2016,book-chapter
https://openalex.org/W3144770396,"The way practitioners perform maintenance tasks in practice is little known by researchers. In turn, practitioners are not always up to date with the proposals provided by the research community. This work investigates the gap between software maintenance techniques proposed by the research community and the software maintenance practice. We carried out a survey with 112 practitioners from 92 companies and 12 countries. We concentrate on analyzing if and how practitioners understand and apply the following subjects: bad smells, refactoring, software metrics, and change impact analysis. This study shows that there is a large gap between research approaches and industry practice in those subjects, especially in change impact analysis and software metrics.",,Mvian Ferreira|Mariza A. S. Bigonha|Kecia A. M. Ferreira,|https://openalex.org/A5046095864|https://openalex.org/A5024256346,|https://orcid.org/0000-0002-3471-0452|https://orcid.org/0000-0003-0210-9547,||BR,||Federal Center for Technological Education of Minas Gerais,||https://openalex.org/I4210136482,True|False|False,,0.0463444,0,,On The Gap Between Software Maintenance Theory and Practitioners’ Approaches,https://doi.org/10.1109/ser-ip52554.2021.00015,,0.0,False,en,True,green,,,,,,,Software Engineering Research,2021-06-01,2021,preprint
https://openalex.org/W4411889936,"In the contemporary digital landscape, organizations face an escalating tide of sophisticated cyber threats. Cyber Threat Intelligence (CTI) has emerged as a critical discipline to understand, predict, and counteract these adversarial activities. However, many organizations struggle to effectively operationalize CTI, often due to a lack of structured methodologies for program establishment. This article proposes a comprehensive framework designed to guide organizations through the systematic development and implementation of a CTI program. Drawing upon existing research and industry insights, the framework addresses key phases from requirements definition to continuous improvement, aiming to bridge the gap between theoretical CTI benefits and practical organizational integration. The discussion highlights the framework's advantages in enhancing proactive defense, adversary understanding, and overall security posture, while also acknowledging implementation challenges and future research avenues.",,Dr. Rohan Deshmukh,,,IN,Indian Institute of Technology Bombay,https://openalex.org/I162827531,True,,0.22116643,0,https://openalex.org/I162827531,ARCHITECTING A ROBUST CYBER THREAT INTELLIGENCE CAPABILITY: A COMPREHENSIVE FRAMEWORK,https://doi.org/10.55640/ijctisn-v02i02-02,,0.0,False,en,True,bronze,International Journal of Cyber Threat Intelligence and Secure Networking,,,https://openalex.org/S5407049761,3087-4297,journal,Information and Cyber Security,2025-02-01,2025,article
