Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"In the Search for Truth: Navigating Variability in Neuroimaging Software Pipelines","Neuroimaging pipelines – software-driven analysis workflows of brain images – are characterized by a wide range of tools, parameters, and configuration choices. Such flexibility, while enabling diverse scientific inquiries, gives rise to analytical variability: different pipeline variants can lead to different outcomes. In practice, each neuroimaging pipeline variant produces a statistic map – a complex, structured 3D output whose relevance can only be assessed with specific domain expertise, unlike simple metrics such as execution time. And, in most cases, there is no ground truth against which to judge these outputs, making it unclear which variant yields the best result. In this paper, we introduce a ""sampling, variant scoring, learning"" methodology to study variability in the absence of a quantitative target – i.e. ground truth. We report our experience in developing an Universal Variability Language (UVL) feature model of 90 features representing the configuration space of a well-established open source neuroimaging analysis software (SPM). We sample and run 1000 valid configurations generating 1000 statistic maps as outputs. We studied various candidate proxy ground truths and computed Spearman correlations as a quantitative metric of the performance of each pipeline. We tested the following 12 proxy ground truths: the average statistic map (across variants), the output of an expert-derived configuration, and a set of randomly selected outputs (as baseline). Then, we used a decision tree learning approach to inspect variability. We evaluated the sensitivity of our method to the choice of (proxy) ground truth, both in terms of predictive accuracy and in the identification of important features. These first results outline the challenge of choosing and validating a referential to assess our understanding of variability in the absence of ground truth.","Youenn Merel Jourdan; Mathieu Acher; Camille Maumet","2025","Software Product Lines Conference","10.1145/3744915.3748470","-","-","https://doi.org/10.1145/3744915.3748470","","-","-","Include"
"Finding Optimal Configurations of Cardinality-based Feature Models using Weighted Automata","Cardinality-based feature models generalize the notion of configurations from Boolean vectors to Integer-valued vectors to denote the number of instances per selected feature. This extension is crucial for applications like cloud computing in which configurable resources can be scaled arbitrarily, thus shaping a-priori unbounded configuration spaces. To find best-fitting configurations, the influence of feature multiplicities on non-functional properties has to be taken into account: selecting more feature instances may improve performance but may also increase the costs. Existing approaches for Boolean configuration spaces usually measure these properties on a small sample of configurations to estimate presumably optimal configurations for the whole configuration space. However, this sample-estimate-optimize schema is not directly adaptable to infinite configuration spaces and it is literally inapplicable if ad-hoc probing of sampled configurations is too costly. We instead propose a model-based optimization approach based on weighted automata as integrated behavioral variability model. We use transition weights to formalize both the relationships between variable product behaviors and feature multiplicities as well as their influences on non-functional properties in a uniform way. We apply the weighted-sum method to find optimal configurations by aggregating multiple objective measures obtained by shortest-path search metrics. In our experimental evaluation, performed on an industrial use case from production automation, we investigate the influence of different scalability parameters on the optimality of the proposed configuration.","Robert Müller; Mathis Weiß; Malte Lochau","2025","Software Product Lines Conference","10.1145/3744915.3748464","-","-","https://doi.org/10.1145/3744915.3748464","","-","-","Include"
"Performance Prediction of Cyber-Physical Systems Product Lines in Dynamic Environments","Evaluating performance properties across highly configurable Cyber-Physical Systems (CPS) remains a significant challenge due to the size of configuration spaces and the cost of domain-specific simulations. Computing the fitness of a configuration is itself complex, as CPS behaviors depend on non-linear, system-level interactions that are difficult to model and predict. Although sampling and prediction techniques have shown strong potential in software domains, their extension to CPS contexts involving physical simulations remains largely unexplored. In this work, we highlight this challenge through a CubeSat product line case study and provide preliminary results combining simulation and machine learning to predict system-level metrics. Our findings, based on baseline prediction accuracy, illustrate the difficulty of the problem and motivate further research on performance prediction methods for CPS product lines.","Marco Wijaya; Sami Lazreg; T. Fabarisov; Andreas M. Hein; Maxime Cordy","2025","Software Product Lines Conference","10.1145/3744915.3748476","-","-","https://doi.org/10.1145/3744915.3748476","","-","-","Include"
"Automated Learning of Software Configuration Spaces is not Easy","Many modern software-intensive systems, like mobile/cloud apps and operating systems like the Linux kernel, are highly configurable to adapt to diverse users’ needs and platforms. These systems comprise hundreds or even thousands of configuration options, which leads us to the infamous combinatorial-explosion problem: Every further (Boolean) yes/no configuration option doubles the number of possible configurations. However, many of these possible configurations are invalid due to different kinds of constraints, including non-functional properties, security threats, and economic considerations. In many critical domains, it is crucial to reliably identify and avoid the use of invalid configurations. However, in practice, a configuration model precisely describing the entire valid and invalid configuration spaces is often missing. This binary classification problem of purely Boolean tabular datasets seems to be a rewarding task for automated machine-learning tools: Starting from small samples of known configuration vectors labeled either valid or invalid, we want to train a configuration model that correctly bi-partitions the whole configuration space. Nevertheless, some characteristics of realistic configuration spaces are quite delicate, such as the inherent sparsity of the search space and the relatively small and unbalanced training sets available. In this paper, we present an in-depth experimental evaluation of the state-of-the-art automated machine learning tool AutoGluon for reconstructing software configuration spaces. We evaluate the performance regarding characteristics like configuration space size and imbalance. We show that applicability to real-world sized configuration spaces remains challenging using a benchmark from the software product line community.","Mathis Weiß; Robert Müller; Lukas Güthing; Tobias Vente; Lukas Wegmeth; Ina Schaefer; Malte Lochau","2025","Software Product Lines Conference","10.1145/3744915.3748458","1","-","https://doi.org/10.1145/3744915.3748458","","-","-","Include"
"SESR-Eval: Dataset for Evaluating LLMs in the Title-Abstract Screening of Systematic Reviews","Background: The use of large language models (LLMs) in the title-abstract screening process of systematic reviews (SRs) has shown promising results, but suffers from limited performance evaluation. Aims: Create a benchmark dataset to evaluate the performance of LLMs in the title-abstract screening process of SRs. Provide evidence whether using LLMs in title-abstract screening in software engineering is advisable. Method: We start with 169 SR research artifacts and find 24 of those to be suitable for inclusion in the dataset. Using the dataset we benchmark title-abstract screening using 9 LLMs. Results: We present the SESR-Eval (Software Engineering Systematic Review Evaluation) dataset containing 34,528 labeled primary studies, sourced from 24 secondary studies published in software engineering (SE) journals. Most LLMs performed similarly and the differences in screening accuracy between secondary studies are greater than differences between LLMs. The cost of using an LLM is relatively low - less than 40 per secondary study even for the most expensive model. Conclusions: Our benchmark enables monitoring AI performance in the screening task of SRs in software engineering. At present, LLMs are not yet recommended for automating the title-abstract screening process, since accuracy varies widely across secondary studies, and no LLM managed a high recall with reasonable precision. In future, we plan to investigate factors that influence LLM screening performance between studies.","Aleksi Huotala; Miikka Kuutila; Mika Mäntylä","2025","International Symposium on Empirical Software Engineering and Measurement","10.1109/esem64174.2025.00053","3","-","https://doi.org/10.1109/esem64174.2025.00053","","-","-","Include"
"Prompting for Performance: Exploring LLMs for Configuring Software","Software systems usually provide numerous configuration options that can affect performance metrics such as execution time, memory usage, binary size, or bitrate. On the one hand, making informed decisions is challenging and requires domain expertise in options and their combinations. On the other hand, machine learning techniques can search vast configuration spaces, but with a high computational cost, since concrete executions of numerous configurations are required. In this exploratory study, we investigate whether large language models (LLMs) can assist in performance-oriented software configuration through prompts. We evaluate several LLMs on tasks including identifying relevant options, ranking configurations, and recommending performant configurations across various configurable systems, such as compilers, video encoders, and SAT solvers. Our preliminary results reveal both positive abilities and notable limitations: depending on the task and systems, LLMs can well align with expert knowledge, whereas hallucinations or superficial reasoning can emerge in other cases. These findings represent a first step toward systematic evaluations and the design of LLM-based solutions to assist with software configuration.","Helge Spieker; Théo Matricon; Nassim Belmecheri; Jørn Eirik Betten; Gauthier Lyan; Heraldo Borges; Q. Mazouni; Dennis Gross; Arnaud Gotlieb; M. Acher","2025","IEEE International Conference on Tools with Artificial Intelligence","10.1109/ictai66417.2025.00023","3","-","https://doi.org/10.1109/ictai66417.2025.00023","","-","-","Include"
"Exploring Performance of Configurable Software Systems: the JHipster Case Study","The performance of software systems remains a key concern in software engineering. Configurable software systems, with their numerous configurations, complicate the performance evaluation process. This paper investigates the impact of web stack configurations on performance, using the JHipster web stack generator as a case study. We analyze JHipster configurations to understand how component choices influence system performance and explore individual configuration options for their specific effects. Our study shows that correlations across performance indicators exist but are often weak, and different options affect performance unevenly, with some impacting one indicator minimally while significantly influencing another. We developed a performance model for JHipster to automate the identification of configurations optimized for specific metrics, identifying four configurations that outperform the current default. Overall, this study highlights the importance of selecting configurations based on performance indicators rather than preferred technologies.","Édouard Guégain; Alexandre Bonvoisin; Mathieu Acher; Clément Quinton; Romain Rouvoy","2025","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3756681.3756936","-","-","https://doi.org/10.1145/3756681.3756936","","-","-","Include"
"Linux Kernel Configurations at Scale: A Dataset for Performance and Evolution Analysis","Configuring the Linux kernel to meet specific requirements, such as binary size, is highly challenging due to its immense complexity—with over 15,000 interdependent options evolving rapidly between versions. Although several studies have explored sampling strategies and machine learning methods to understand and predict the impact of configuration options, a comprehensive and large-scale dataset that encompasses multiple kernel versions, along with detailed quantitative measurements, remains lacking in the literature. To bridge this gap, we introduce TuxKConfig , an accessible collection of kernel configurations that spans multiple kernel releases (including versions from 4.13 to 5.8). This dataset, gathered through automated tools and builds, comprises more than 240,000 kernel configurations systematically labeled with compilation outcomes and binary sizes. By providing detailed records of configuration evolution and the intricate interplay among kernel options, our dataset supports innovative research in feature subset selection, machine learning-based prediction models, and transfer learning between kernel versions. Throughout the paper, we describe how the dataset has been made easily accessible via OpenML and demonstrate how it can be used with just a few lines of Python code to assess AI-based techniques (e.g., supervised machine learning). We expect this dataset to enhance reproducibility and drive new insights into configuration-space analysis at a scale that presents a unique opportunity and inherent challenges, advancing our understanding of the Linux kernel’s configurability and evolution.","Heraldo Borges; Juliana Alves Pereira; Djamel Eddine Khelladi; Mathieu Acher","2025","International Conference on Evaluation & Assessment in Software Engineering","10.1145/3756681.3757004","2","-","https://doi.org/10.1145/3756681.3757004","","-","-","Include"
"A Conceptual Framework for Smart Governance Systems Implementation","Knowledge-based decision-making open to citizens holds little significance in governments. One reason is that so far, no reference frameworks are available to implement smart governance systems in the full public policy cycle, resulting in most of the existing tools not being knowledge-based. Thus, there is a risk that decisions are ineffective or misaligned with the different interests of civil society. Moreover, existing proposals do not cover most of the key features needed in smart governance and do not provide sufficient elements to facilitate its implementation. Based on the existing literature and tools, as well as on a survey of local government practitioners, the authors propose a conceptual framework for implementing smart governance systems, which manages both knowledge internal and external to the organization, and the one provided by stakeholders; thus, improving consensus and group decision-making. To this end, the framework considers available data and information technologies, and its components make it easier for institutions and information technology providers to develop solutions with a knowledge-based collaborative governance model.","Salvador Muñoz-Hermoso; Francisco J. Domínguez-Mayo; Agustí Cerrillo-i-Martínez; David Benavides","2025","International journal of electronic governance and research","10.4018/ijegr.376170","3","-","https://doi.org/10.4018/ijegr.376170","","-","-","Include"
"Unveiling the Impact of Sampling on Feature Selection for Performance Prediction in Configurable Systems","Modern software systems are highly configurable, offering a vast number of configuration options that can be customized to meet specific functional and non-functional requirements. To support the configuration process, several automated software approaches based on machine learning have been proposed in the literature. These approaches aim to assist developers by predicting non-functional properties based on configuration settings. A recent study demonstrated the potential of leveraging a subset of configuration options (a.k.a. features) to achieve accurate performance predictions in the Linux kernel. The promise of learning over a reduced set of features – instead of all features – is to obtain performance models that are faster to compute, simpler to interpret, and still accurate. Despite the encouraging results of the original study, several questions remain unresolved: Can the findings be generalized to other configurable systems other than Linux? Which learning algorithms deliver the most efficient results when working with a reduced number of features? What are the most effective sampling strategies for building accurate and efficient models? In this work, we extend the original study by conducting an in-depth analysis across eight configurable systems. We evaluate the impact of sampling strategies and learning algorithms on model accuracy and training efficiency. Our goal is to understand whether there is a dominant sampling strategy and learning algorithm for varying systems and performance targets. Our results reveal variability in optimal strategies across systems and advocate for tailored approaches rather than universal solutions.","João Marcello Bessal; Millena Cavalcanti; Mathieu Acher; Markus Endler; Juliana Alves Pereira","2025","International Conference on Software Reuse","10.1109/icsr66718.2025.00012","2","-","https://doi.org/10.1109/icsr66718.2025.00012","","-","-","Include"
"Towards Realistic, Applicable and Feasible Configuration-Aware Performance Modeling","In modern software systems, configurability has become essential for optimizing performance across varying scenarios and user demands. However, predicting performance in configurable software remains challenging due to the complex interplay between configuration settings and workload characteristics. Existing performance models lack applicability and ignore the combined influence of configurations and workloads, limiting their applicability in dynamic environments. Additionally, current methods focus on either configurations or workloads in isolation, leaving the interactions between the two insufficiently explored. We conclude these challenges into three parts, which are realistic, applicable and feasible for the performance modeling, This thesis addresses the challenges through four projects. We conduct an empirical study to understand the complex relationships between configurations, workloads, and performance outcomes. Additionally, we develop a systematic sampling method to enhance the applicability and accuracy of configuration performance models, allowing models to learn from historical data actively. To further improve performance prediction, we propose a hybrid modeling approach that integrates configuration and workload variations, thereby increasing model simplicity and precision. Finally, we explore applying large language models (LLMs) to streamline the modeling process, embedding LLM insights into traditional methods to reduce the cost and complexity of performance modeling. These contributions aim to create robust performance models that better support software configuration and workload management, enhancing system reliability and efficiency.","Yuanjie Xia","2025","2025 IEEE/ACM 47th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)","10.1109/icse-companion66252.2025.00027","-","-","https://doi.org/10.1109/icse-companion66252.2025.00027","","-","-","Include"
"FP-Rainbow: Fingerprint-Based Browser Configuration Identification","Browser fingerprinting is a tracking technique that collects attributes and calls functions from the browser's APIs. Unlike cookies, browser fingerprints are difficult to evade or delete, raising significant privacy concerns for users as they can be used to re-identify individuals over browsing sessions without their consent. Yet, there has been limited research on the impact of browser configuration settings on these fingerprints. This paper introduces FP-Rainbow, a novel approach to systematically explore and map the configuration space of Chromium-based web browsers aiming to identify the impact of configuration parameters on browser fingerprints and their changes over time. We explore 1,748 configuration parameters (switches) and identify their impact on the browser's BOM (Browser Object Model). By collecting and analyzing over 61,000 fingerprints from 18 versions of Chromium, our study reveals that 32 to 56 of these configuration parameters (depending on versions), such as disable-3d-apis or disable-notifications, influence the fingerprint of a web browser. FP-Rainbow also proves efficient in identifying browser configuration parameters from unknown fingerprints, achieving an average successful identification rate of 84% when considering a single configuration parameter and 78% when multiple parameters are involved, across all evaluated browser versions. These findings emphasize the importance of measuring the impact of configuration parameters on browsers to develop safer and more privacy-friendly web browsers.","Maxime Huyghe; Walter Rudametkin; Clément Quinton","2025","The Web Conference","10.1145/3696410.3714699","2","-","https://doi.org/10.1145/3696410.3714699","","-","-","Include"
"Testing Uniform Random Samplers: Methods, Datasets and Protocols","Boolean formulae compactly encode huge, constrained search spaces. Thus, variability-intensive systems are often encoded with Boolean formulae. The search space of a variability-intensive system is usually too large to explore without statistical inference (e.g. testing). Testing every valid configuration is computationally expensive (if not impossible) for most systems. This leads most testing approaches to sample a few configurations before analysing them. A desirable property of such samples is uniformity: Each solution should have the same selection probability. Uniformity is the property that facilitates statistical inference. This property motivated the design of uniform random samplers, relying on SAT solvers and counters and achieving different trade-offs between uniformity and scalability. Though we can observe their performance in practice, judging the quality of the generated samples is different. Assessing the uniformity of a sampler is similar in nature to assessing the uniformity of a pseudo-random number (PRNG) generator. However, sampling is much slower, and the nature of sampling also implies that the hyperspace containing the samples is constrained. This means that testing PRNGs is subject to fewer constraints than testing samplers. We propose a framework that contains five statistical tests, which are suited to test uniform random samplers. Moreover, we demonstrate their use by testing eight samplers. Finally, we demonstrate the influence of the Boolean formula given as input to the samplers under test on the test results.","Olivier Zeyen; Maxime Cordy; Martin Gubri; Gilles Perrouin; Mathieu Acher","2025","ACM Transactions on Software Engineering and Methodology","10.1145/3797477","-","-","https://doi.org/10.1145/3797477","","-","-","Include"
"Applying Graph Neural Networks to Learn Graph Configuration Spaces","The configuration process for feature-oriented product lines is well-researched for Boolean and numerical feature configurations. However, in several engineering fields, we encounter the challenge of finding the optimal graph structure to describe a product configuration. Optimising complex graph structures towards multiple objectives within numerous constraints requires a deep understanding of the graph configuration space and the product properties it represents. This study aims to leverage graph neural networks (GNNs) to predict product properties, thereby supporting the configuration process in product lines. In a controlled experiment, we compare a GNN-based approach to a recent state-of-the-art approach utilising graph embeddings. We evaluate these methods on both accuracy and learning efficiency. Our findings indicate that the GNN-based approach outperforms the embedding-based method in terms of accuracy. However, it requires a substantially larger volume of training data to achieve these results. Overall, this research demonstrates the applicability of an ML-supported framework for engineering product lines using graph configurations.","Michael Mittermaier; Takfarinas Saber; Goetz Botterweck","2025","International Workshop on Variability Modelling of Software-Intensive Systems","10.1145/3715340.3715444","1","-","https://doi.org/10.1145/3715340.3715444","","-","-","Include"
"Performance-Aware Behaviour Models for Feature-Dependent Runtime Attributes in Product Lines","A product line’s features describe its configurable functional properties by means of boolean feature toggles or numeric values. Meanwhile, performance models describe the link between features and non-functional product line properties such as binary size, memory usage, or workload latency. So far, these have focused on static features: model formalisms and learning algorithms assume that the product cannot be reconfigured at runtime and that there is no interaction between features, runtime behaviour, and runtime performance attributes. This is inadequate for real-world configurable software systems: compile-time features may be reconfigured at runtime (e.g. by overriding defaults), and non-featured workload attributes may affect performance attributes and thus must be considered within performance models. We propose performance-aware behaviour models to address this challenge. These build upon existing work on behaviour models and dynamic product lines, and link feature models (static configuration), behaviour models (variable workloads), non-featured runtime variability, and performance models in order to allow engineers to determine arbitrary configuration- and workload-dependent performance attributes of product lines. They are compatible with existing modeling methods and support workload-dependent performance attributes that cannot be expressed as a function of product features alone. We demonstrate the benefits of performance-aware behaviour models in three case studies, and show that they reduce performance prediction error by up to 90 %.","B. Friesel; Olaf Spinczyk","2025","International Workshop on Variability Modelling of Software-Intensive Systems","10.1145/3715340.3715435","-","-","https://doi.org/10.1145/3715340.3715435","","-","-","Include"
"CSAT: Configuration structure-aware tuning for highly configurable software systems","Many modern software systems provide numerous configuration options with a large parameter space that users can adjust for specific running environments. However, configuring such systems always incurs an undue burden on users due to the lack of domain knowledge to understand complex interactions between the performance and the parameters. To address this issue, various tuning techniques have been developed to automatically determine the optimal configuration by either directly searching the configuration space or learning a surrogate model to guide the exploration process. Most previous studies only apply simple search strategies to explore the complex configuration space, which often leads to fruitless attempts in suboptimal areas. Inspired by previous studies, we define configuration structures to describe the positions of various configurations in the performance space of software systems. This idea leads to the design of a novel Configuration Structure-Aware Tuning (CSAT) algorithm. CSAT constructs a structure model for system configurations using the framework of Adaptive Network-based Fuzzy Inference System (ANFIS), learns a comparison-based distribution model through Gaussian Process Regression (GPR), and uses Bayesian Inference to generate potentially promising configurations based on the structure. The experimental results demonstrate that in terms of tuning performance, on average, CSAT outperforms default configurations by 65.51% and outperforms six state-of-the-art tuning algorithms by 22.10%–33.20%. In terms of handling internal constraints, CSAT achieves an average probability of 0.767 in generating valid configurations. • We propose to address the problem of automatic configuration tuning by developing and exploring the underlying performance distribution, and based on this, we have developed a tuning algorithm called CSAT. • We introduced a configuration feature representation, Configuration Structure, which uncovers the distribution and performance trends of configurations, offering a structured basis for software system performance prediction and optimization. • We implemented and evaluated CSAT across 8 real-world software systems with 12 workloads. The results indicate that CSAT outperforms the default configuration by an average of 65.51% and surpasses six leading tuning algorithms by 22.10%–33.20%.","Yufei Li; Liang Bao; Kaipeng Huang; C. Wu","2024","Journal of Systems and Software","10.1016/j.jss.2024.112316","2","true","https://doi.org/10.1016/j.jss.2024.112316","Computer science; Software; Embedded system; Software engineering; Operating system","en","-","Include"
