id,abstract,apc_list.value,apc_paid.value,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,citation_normalized_percentile.value,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.host_organization,primary_location.source.host_organization_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W4386609266,"Several attempts have been made to propose metrics that quantify the parameters of existing solutions to improve the security of IoT systems. This paper presents a framework to classify and compare these metrics based on a set of attributes that can be used to answer the research questions. Forty-six metrics from the literature were analyzed, classified, and compared according to the developed framework. They were divided into two main categories according to the metric’s source, i.e., internal and external sources. Then, they were further divided into seven sub-categories: size, time, numbering/scoring, checklist, blockchain, device integration effort, and legislation. There are eight widely used metrics among the existing IoT solutions: throughput, packet loss rate, jitter, password, security transmission rate, resilience, average energy consumption, and blockchain-related metrics (i.e., technical metrics). The simulation technique is the most common validation method among the current IoT solutions. Furthermore, the results revealed a gap in four aspects of proposing metrics for measuring security parameters. These aspects include the network/transport IoT layer, blockchain, legislation, and the use of data science in simulation research methodologies.",1850,1850,Shouki A. Ebad,https://openalex.org/A5031341129,https://orcid.org/0000-0003-1043-2774,SA,Northern Border University,https://openalex.org/I118590987,True,cc-by,0.85822306,9,https://openalex.org/I118590987,Quantifying IoT Security Parameters: An Assessment Framework,https://doi.org/10.1109/access.2023.3313975,Northern Border University,1.7708,,False,en,True,gold,IEEE Access,https://openalex.org/P4310319808,Institute of Electrical and Electronics Engineers,https://openalex.org/S2485537415,2169-3536,journal,IoT and Edge/Fog Computing,2023-01-01,2023,article
https://openalex.org/W4385831573,,,,Tâmara Dallegrave|Wylliams Barbosa Santos,https://openalex.org/A5035957636|https://openalex.org/A5045562918,https://orcid.org/0000-0001-9431-565X|https://orcid.org/0000-0003-2578-1248,BR|BR,Universidade de Pernambuco|Universidade de Pernambuco,https://openalex.org/I71437568|https://openalex.org/I71437568,True|False,,0.91887707,6,https://openalex.org/I71437568,Action Research for Industry Academia Collaboration : A replication Study,https://doi.org/10.23919/cisti58278.2023.10211674,,2.749,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2023-06-20,2023,article
https://openalex.org/W7106016856,,5000,,Sabine Molenaar|Fabiano Dalpiaz,|,|,NL|NL,Utrecht University|Utrecht University,https://openalex.org/I193662353|https://openalex.org/I193662353,True|False,,0.96448598,1,https://openalex.org/I193662353,Improving the Writing Quality of User Stories: A Canonical Action Research Study,https://doi.org/10.1007/978-3-032-12089-2_7,,5.012,,False,en,False,closed,Lecture notes in computer science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S106296714,0302-9743,book series,Software Engineering Techniques and Practices,2025-11-19,2025,book-chapter
https://openalex.org/W2486698849,,,,Vahid Garousi|Kadir Herkiloğlu,https://openalex.org/A5000712015|https://openalex.org/A5023268747,https://orcid.org/0000-0001-6590-7576|https://orcid.org/0000-0003-3258-7240,TR|TR,Hacettepe University|Aselsan (Turkey),https://openalex.org/I66514158|https://openalex.org/I56303344,True|False,,0.97414048,20,https://openalex.org/I66514158,Selecting the Right Topics for Industry-Academia Collaborations in Software Testing: An Experience Report,https://doi.org/10.1109/icst.2016.7,,8.3143,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2016-04-01,2016,article
https://openalex.org/W2091854119,,,,Pilar Rodríguez|Pasi Kuvaja|Markku Oivo,https://openalex.org/A5101515124|https://openalex.org/A5072523265|https://openalex.org/A5064264297,https://orcid.org/0000-0002-0618-6104|https://orcid.org/0000-0002-1488-6928|https://orcid.org/0000-0002-1698-2323,FI|FI|FI,University of Oulu|University of Oulu|University of Oulu,https://openalex.org/I98381234|https://openalex.org/I98381234|https://openalex.org/I98381234,True|False|False,,0.95755786,18,https://openalex.org/I98381234,Lessons learned on applying design science for bridging the collaboration gap between industry and academia in empirical software engineering,https://doi.org/10.1145/2593690.2593694,Tekes,5.5223,,False,en,False,closed,,,,,,,Software Engineering Techniques and Practices,2014-05-20,2014,article
https://openalex.org/W3041803636,,,,Marcello Chedid|Teresa Carvalho|Leonor Teixeira,https://openalex.org/A5023273416|https://openalex.org/A5062004344|https://openalex.org/A5031788880,https://orcid.org/0000-0003-0435-6568|https://orcid.org/0000-0002-3368-3990|https://orcid.org/0000-0002-7791-1932,PT|PT|PT,University of Aveiro|University of Aveiro|University of Aveiro,https://openalex.org/I60858718|https://openalex.org/I60858718|https://openalex.org/I60858718,True|False|False,,0.8781806,12,https://openalex.org/I60858718,University-software industry collaboration: an empirical study based on knowledge management,https://doi.org/10.1080/14778238.2020.1789002,,1.5696,,False,en,False,closed,Knowledge Management Research & Practice,https://openalex.org/P4310320547,Taylor & Francis,https://openalex.org/S192723185,1477-8238,journal,Innovation and Knowledge Management,2020-07-07,2020,article
https://openalex.org/W2055253889,,,,Ambika Tripathi|Savita Dabral|Ashish Sureka,https://openalex.org/A5019905648|https://openalex.org/A5027857561|https://openalex.org/A5029699582,||https://orcid.org/0000-0001-6084-9661,IN|IN|IN,Indraprastha Institute of Information Technology Delhi|Indraprastha Institute of Information Technology Delhi|Indraprastha Institute of Information Technology Delhi,https://openalex.org/I119939252|https://openalex.org/I119939252|https://openalex.org/I119939252,True|False|False,,0.95752389,11,https://openalex.org/I119939252,University-industry collaboration and open source software (OSS) dataset in mining software repositories (MSR) research,https://doi.org/10.1109/swan.2015.7070489,,5.5622,,False,en,False,closed,,,,,,,Software Engineering Research,2015-03-01,2015,article
https://openalex.org/W4285351335,,,,Abhiraj Singh Rathore|Adarsh Sharma|Massoud Massoudi,https://openalex.org/A5110924492|https://openalex.org/A5109663693|https://openalex.org/A5078534724,||https://orcid.org/0000-0002-5492-4570,IN|IN|AF,Delhi Technological University|Delhi Technological University|Parwan University,https://openalex.org/I863896202|https://openalex.org/I863896202|https://openalex.org/I4210128153,True|False|False,,0.86093506,10,https://openalex.org/I863896202,Personalized Engineering Education Model Based on Artificial Intelligence for Learning Programming,https://doi.org/10.1109/icccs51487.2021.9776343,,1.4686,,False,en,False,closed,,,,,,,Online Learning and Analytics,2021-10-04,2021,article
https://openalex.org/W4308648328,,,,Shriram Shanbhag|Sridhar Chimalakonda,https://openalex.org/A5085158992|https://openalex.org/A5042924610,https://orcid.org/0000-0003-1717-6056|https://orcid.org/0000-0003-0818-8178,IN|IN,Indian Institute of Technology Tirupati|Indian Institute of Technology Tirupati,https://openalex.org/I4210109292|https://openalex.org/I4210109292,True|False,,0.81554524,8,https://openalex.org/I4210109292,Exploring the under-explored terrain of non-open source data for software engineering through the lens of federated learning,https://doi.org/10.1145/3540250.3560883,,1.1641,,False,en,False,closed,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,https://openalex.org/S4363608883,,conference,Software Engineering Research,2022-11-07,2022,article
https://openalex.org/W7117160047,"Although it has been more than four decades that the first components-based software development (CBSD) studies were conducted, there is still no standard method or tool for component selection which is widely accepted by the industry. The gulf between industry and academia contributes to the lack of an accepted tool. We conducted a mixed methods survey of nearly 100 people engaged in component-based software engineering practice or research to better understand the problems facing industry, how these needs could be addressed, and current best practices employed in component selection. We also sought to identify and prioritize quality criteria for component selection from an industry perspective. In response to the call for CBSD component selection tools to incorporate recent technical advances, we also explored the perceptions of professionals about AI-driven tools, present and envisioned.",,,Mahdi Jaberzadeh Ansari|Ann Barcomb,https://openalex.org/A5086061715|https://openalex.org/A5071582289,|https://orcid.org/0000-0003-2126-9511,CA|CA,University of Calgary|University of Calgary,https://openalex.org/I168635309|https://openalex.org/I168635309,True|False,cc-by,0.94190709,1,https://openalex.org/I168635309,A Survey for What Developers Require in AI-powered Tools that Aid in Component Selection in CBSD,https://doi.org/10.1145/3756681.3756952,,2.9051,,False,,True,gold,,,,,,,Software Engineering Techniques and Practices,2025-06-17,2025,article
https://openalex.org/W2402015613,,,,Noureddine Kerzazi|Bram Adams,https://openalex.org/A5023514511|https://openalex.org/A5058164381,|https://orcid.org/0000-0001-7213-4006,MA|MA,Mohammed V University|Mohammed V University,https://openalex.org/I126477371|https://openalex.org/I126477371,True|False,,0.91531204,10,https://openalex.org/I126477371,Botched Releases: Do We Need to Roll Back? Empirical Study on a Commercial Web App,https://doi.org/10.1109/saner.2016.114,,2.6539,,False,en,False,closed,,,,,,,Software Engineering Research,2016-03-01,2016,article
https://openalex.org/W2620004418,,,,Jacob Krüger|Ivonne Schröter|Andy Kenner|Thomas Leich,https://openalex.org/A5042728295|https://openalex.org/A5076830269|https://openalex.org/A5009188447|https://openalex.org/A5086853013,https://orcid.org/0000-0002-0283-248X|||https://orcid.org/0000-0001-9580-7728,DE|DE||DE,Harz University of Applied Sciences|Otto-von-Guericke University Magdeburg|Otto-von-Guericke University Magdeburg||Harz University of Applied Sciences,https://openalex.org/I94575722|https://openalex.org/I95793202|https://openalex.org/I95793202||https://openalex.org/I94575722,True|False|False|False,,0.92449345,7,https://openalex.org/I94575722|https://openalex.org/I95793202,Empirical Studies in Question-Answering Systems: A Discussion,https://doi.org/10.1109/cesi.2017.6,Deutsche Forschungsgemeinschaft,2.9018,,False,en,False,closed,,,,,,,Expert finding and Q&A systems,2017-05-01,2017,article
https://openalex.org/W4281659623,"In the present paper, a software framework comprising the implementation of Model Predictive Control-a popular industrial control method-is presented. The framework is versatile and can be run on a variety of target systems including programmable logic controllers and distributed control system implementations. However, the main attractive property of the framework stems from the goal of achieving smooth technology transfer from the academic setting to real industrial applications. Technology transfer is, in general, difficult to achieve, because of the apparent disconnect between academic studies and actual industry. The proposed software framework aims at bridging this gap for model predictive control-a powerful control technique which can result in substantial performance improvement of industrial control loops, thus adhering to modern trends for reducing energy waste and fulfilling sustainable development goals. In the paper, the proposed solution is motivated and described, and experimental evidence of its successful deployment is provided using a real industrial plant.",2400,2400,Vitali Vansovitš|Eduard Petlenkov|Aleksei Tepljakov|Kristina Vassiljeva|Juri Belikov,https://openalex.org/A5032032885|https://openalex.org/A5061791014|https://openalex.org/A5062879647|https://openalex.org/A5088335657|https://openalex.org/A5043375178,https://orcid.org/0000-0002-1938-9998|https://orcid.org/0000-0003-2167-6280|https://orcid.org/0000-0002-7158-8484|https://orcid.org/0000-0002-4178-1267|https://orcid.org/0000-0002-8243-7374,EE|EE|EE|EE|EE,Tallinn University of Technology|Tallinn University of Technology|Tallinn University of Technology|Tallinn University of Technology|Tallinn University of Technology,https://openalex.org/I111112146|https://openalex.org/I111112146|https://openalex.org/I111112146|https://openalex.org/I111112146|https://openalex.org/I111112146,False|False|False|False|True,cc-by,0.68396724,6,https://openalex.org/I111112146,Bridging the Gap in Technology Transfer for Advanced Process Control with Industrial Applications,https://doi.org/10.3390/s22114149,Eesti Teadusagentuur,0.729,https://pubmed.ncbi.nlm.nih.gov/35684770,False,en,True,gold,Sensors,https://openalex.org/P4310310987,Multidisciplinary Digital Publishing Institute,https://openalex.org/S101949793,1424-8220,journal,Advanced Control Systems Optimization,2022-05-30,2022,article
https://openalex.org/W4384009749,"Automating repetitive activities is a key principle in most software development approaches employed in the industry. This implies that security activities and all related processes should be investigated for automation capabilities, particularly the management of security findings and vulnerabilities. Consid-ering the limited time available for each release and the vast flood of findings by automated security testing, prioritizing security finding responses is essential. In this paper, we present a partially automated process to prioritize security findings in industrial software development projects. We utilize a two-staged calculation process to produce a prioritization score, representing the finding's severity and factors like stakeholder input alike. This process was evaluated by conducting structured interviews with security professionals while also integrating the approach in ongoing industrial software development projects. The results indicate the potential of the process in terms of usefulness and correctness for agile software development projects.",,,Markus Voggenreiter|Ulrich Schöpp,https://openalex.org/A5032374658|https://openalex.org/A5082258374,https://orcid.org/0000-0003-3964-1983|https://orcid.org/0000-0002-5445-9461,DE|DE,Siemens (Germany)|Ludwig-Maximilians-Universität München|Fortiss,https://openalex.org/I1325886976|https://openalex.org/I8204097|https://openalex.org/I4210134795,True|False,cc-by,0.78981187,2,https://openalex.org/I1325886976|https://openalex.org/I8204097,Prioritizing Industrial Security Findings in Agile Software Development Projects,https://doi.org/10.1109/icse-companion58688.2023.00106,,0.8968,,False,en,True,green,,,,,,,Software Engineering Research,2023-05-01,2023,article
https://openalex.org/W3042392106,,,,Marcello Chedid|Leonor Teixeira,https://openalex.org/A5023273416|https://openalex.org/A5031788880,https://orcid.org/0000-0003-0435-6568|https://orcid.org/0000-0002-7791-1932,PT|PT,University of Aveiro|University of Aveiro,https://openalex.org/I60858718|https://openalex.org/I60858718,True|False,,0.76425439,3,https://openalex.org/I60858718,The University Challenge in the Collaboration Relationship With the Industry,https://doi.org/10.4018/978-1-7998-3476-2.ch027,,1.0545,,False,en,False,closed,IGI Global eBooks,https://openalex.org/P4310320424,IGI Global,https://openalex.org/S4306463409,,ebook platform,Knowledge Management and Sharing,2020-07-17,2020,book-chapter
https://openalex.org/W281331680,,,,Nishi Kant Kumar|Soumya Banerjee,https://openalex.org/A5050653928|https://openalex.org/A5084106026,https://orcid.org/0000-0003-0418-986X|https://orcid.org/0000-0002-7649-8429,IN|IN,"Birla Institute of Technology, Mesra|Birla Institute of Technology, Mesra",https://openalex.org/I115715567|https://openalex.org/I115715567,True|False,,0.09839572,3,https://openalex.org/I115715567,Measuring Software Reliability: A Trend Using Machine Learning Techniques,https://doi.org/10.1007/978-3-319-12883-2_28,,0.0,,False,en,False,closed,Studies in fuzziness and soft computing,https://openalex.org/P4310319965,Springer Nature,https://openalex.org/S4210229206,1434-9922,book series,Software Reliability and Analysis Research,2014-11-30,2014,book-chapter
https://openalex.org/W2982452422,,2390,,Sheikh Umar Farooq,https://openalex.org/A5004154824,,IN,University of Kashmir,https://openalex.org/I135388327,True,,0.79652402,3,https://openalex.org/I135388327,Gap between academia and industry: a case of empirical evaluation of three software testing methods,https://doi.org/10.1007/s13198-019-00899-2,University Grants Commission,0.7047,,False,en,False,closed,International Journal of Systems Assurance Engineering and Management,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S40280859,0975-6809,journal,Software Engineering Research,2019-10-28,2019,article
https://openalex.org/W4238957538,,,,Talita Vieira Ribeiro|Guilherme Horta Travassos,https://openalex.org/A5010662294|https://openalex.org/A5042909836,https://orcid.org/0000-0001-8524-0537|https://orcid.org/0000-0002-4258-0424,BR|BR,Universidade Federal do Rio de Janeiro|Universidade Federal do Rio de Janeiro,https://openalex.org/I122140584|https://openalex.org/I122140584,True|False,,0.90067631,3,https://openalex.org/I122140584,On the Alignment of Source Code Quality Perspectives through Experimentation: An Industrial Case,https://doi.org/10.1109/cesi.2015.12,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior|Conselho Nacional de Desenvolvimento Científico e Tecnológico,1.5892,,False,en,False,closed,,,,,,,Software Engineering Research,2015-05-01,2015,article
https://openalex.org/W2469335229,,,,Sai Anirudh Karre|Y. Raghu Reddy,https://openalex.org/A5028474882|https://openalex.org/A5022148572,https://orcid.org/0000-0001-7751-6070|https://orcid.org/0009-0000-9401-4478,IN|IN,"International Institute of Information Technology, Hyderabad|International Institute of Information Technology, Hyderabad",https://openalex.org/I64189192|https://openalex.org/I64189192,True|False,,0.61356737,1,https://openalex.org/I64189192,Heuristic Approaches to Improve Product Quality in Large Scale Integrated Software Products,https://doi.org/10.1007/978-3-319-30243-0_5,,0.5252,,False,en,False,closed,Communications in computer and information science,https://openalex.org/P4310319900,Springer Science+Business Media,https://openalex.org/S2764900261,1865-0929,book series,Software Engineering Research,2016-01-01,2016,book-chapter
