Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access, URL,Keywords,Language,Numpages,Actions
"Towards a unified catalog of attributes to guide industry in software testing technique selection","[Context] The correct selection of a software testing technique can positively influence the quality of the software in development. In previous work, a mapping study was conducted to identify approaches concerning software testing techniques selection, highlighting the attributes used to support the testing technique selection process. [Objective] This paper presents a unified catalog composed of testing technique selection attributes, built from the mapping study results. The aim is to assist testing practitioners to choose the best testing techniques to apply to a particular software project. [Method] Through the 10 studies that present the attributes used for supporting the process of selecting software testing techniques, 178 attributes were extracted. From this, a careful analysis was conducted to exclude the attributes that appeared duplicated. [Results] According to the objective and features, the catalog of attributes was classified into 8 categories, namely (i) general testing characteristics; (ii) tools; (iii) test team; (iv) software project; (v) orthogonal defect classification (ODC) faults; (vi) web applications; (vii) concurrent software; and (viii) model-based testing. [Conclusion] Through the development of this catalog, we intend to help testers, guiding them on how to select the best testing technique to be applied to software projects in the industry. It is expected that this work can foster collaboration between industry and academia to help improve the quality of software developed by choosing the best testing technique. Also, we want to further extend this work through the validation in industry real cases.","Ítalo Santos; S. Melo; P. L. D. Souza; S. Souza","2020","International Conference on Software Testing, Verification and Validation Workshops","10.1109/icstw50294.2020.00071","5","-","https://doi.org/10.1109/icstw50294.2020.00071","","-","-","Include"
"On (Mis)perceptions of testing effectiveness: an empirical study","A recurring problem in software development is incorrect decision making on the techniques, methods and tools to be used. Mostly, these decisions are based on developers’ perceptions about them. A factor influencing people’s perceptions is past experience, but it is not the only one. In this research, we aim to discover how well the perceptions of the defect detection effectiveness of different techniques match their real effectiveness in the absence of prior experience. To do this, we conduct an empirical study plus a replication. During the original study, we conduct a controlled experiment with students applying two testing techniques and a code review technique. At the end of the experiment, they take a survey to find out which technique they perceive to be most effective. The results show that participants’ perceptions are wrong and that this mismatch is costly in terms of quality. In order to gain further insight into the results, we replicate the controlled experiment and extend the survey to include questions about participants’ opinions on the techniques and programs. The results of the replicated study confirm the findings of the original study and suggest that participants’ perceptions might be based not on their opinions about complexity or preferences for techniques but on how well they think that they have applied the techniques.","S. Vegas; Patricia Riofrío; E. Marcos; N. Juristo","2020","Empirical Software Engineering","10.1007/s10664-020-09805-y","4","-","https://doi.org/10.1007/s10664-020-09805-y","","-","-","Include"
"Testing Techniques Selection: A Systematic Mapping Study","[Context] Software projects must consider the selection of testing techniques and criteria during their life cycles. This practice increases the chances of testing activity to be appropriately performed. In a previous work, an infrastructure to support the selection of testing techniques was proposed for the context of concurrent software. This infrastructure considers information (attributes) of the project to make the selection closer to the testers need. [Objective] This paper extends the previous work by identifying new studies concerning testing techniques selection, project attributes that can be used for this selection and which approaches can be employed to support the combined selection. [Method] A mapping study was conducted and a total of 15 primary studies, published in the last 20 years were selected. Information about approaches to testing techniques selection was analyzed and classified. [Results] The following results were obtained: (i) existing approaches for selection of testing techniques; (ii) proposition of a taxonomy of selection approaches; (iii) characterization of attributes to offer the support for the selection of a testing technique; and (iv) identification of approaches that perform combined selection of testing techniques. [Conclusion] Combining testing techniques is essential to improve the testing activity quality by finding different failure categories and supplementing other techniques limitations. This paper describes an initiative to offer support for the construction of new or combined strategies for the selection of testing techniques capable of being used in practice.","Ítalo Santos; S. Melo; P. L. D. Souza; S. Souza","2019","Brazilian Symposium on Software Engineering","10.1145/3350768.3352571","6","-","https://doi.org/10.1145/3350768.3352571","","-","-","Include"
"Study and definition of project attributes for selection of testing techniques for concurrent software","[Context:] The choice of testing technique to be adopted in a software testing project persists based on the tester’s knowledge and often does not consider all of the testing techniques available in the industry or academia. In a previous project of the research group, a framework was defined to support the systematic selection of concurrent software testing techniques. Therefore, a characterization scheme was proposed and implemented in the SeleCTT tool, which is composed of a set of attributes that considers characteristics of concurrent programs and they are used to calculate which of these attributes are suitable to guide the selection of testing techniques for a particular software project. [Objective:] The selection of the testing technique at each stage of a software’s life cycle depends on many factors, such as resources, schedule, cost of the project, among other attributes. This work will extend the previously defined attributes, taking into account other characteristics that may be considered, for example, information from previous similar projects. Considering that the testing techniques are complementary, another goal is to allow a set of testing techniques to be selected and not just one. [Methodology:] To achieve this goal, a systematic mapping study was conducted to identify and analyze papers that represent the current state of the literature about testing techniques selection. Moreover, we surveyed software testing practices carried in Brazil software companies. The survey identified the testing practices in Brazilian industries, for the purpose of knowing and having an overview on the latest testing techniques, tools and metrics used, the challenges faced by testers and the selection testing technique process. [Results and Conclusions:] With this study, it is expected to specify project attributes that can be used to improve the existing recommendation system in the SeleCTT tool and propose ways of combining testing techniques, contributing to industry and academia, and bring insights on the context of testing techniques selection.","Ítalo Santos; S. R. S. Souza","2019","Anais Estendidos da Conferência Brasileira de Software: Teoria e Prática","10.5753/cbsoft_estendido.2019.7652","2","-","https://doi.org/10.5753/cbsoft_estendido.2019.7652","","-","-","Include"
"SoTesTeR: Software Testing Techniques' Recommender System Using a Collaborative Approach","-","R. Ibarra; Glen D. Rodriguez","2018","Symposium on Information Management and Big Data","10.1007/978-3-030-11680-4_28","3","false","https://doi.org/10.1007/978-3-030-11680-4_28","Computer science; Ranking (information retrieval); Adaptation (eye); Software engineering; Recommender system; Software; Software testing; Test strategy; Software performance testing; Software construction","en","15","Include"
"Technological aspect factors of E-learning readiness in higher education institutions: Delphi technique","-","Asma Ali Mosa Al-araibi; Mohd. Naz'ri bin Mahrin; R. Yusoff","2018","Education and Information Technologies : Official Journal of the IFIP technical committee on Education","10.1007/s10639-018-9780-9","127","false","https://doi.org/10.1007/s10639-018-9780-9","Delphi method; Knowledge management; Higher education; Educational technology; Order (exchange); Computer science; E learning; Information and Communications Technology; Psychology; Mathematics education","en","24","Include"
"Characterization of Open-Source Applications and Test Suites","Software systems that meet the stakeholders needs and expectations is the ultimate objective of the software provider. Software testing is a critical phase in the software development lifecycle that is used to evaluate the software. Tests can be written by the testers or the automatic test generators in many different ways and with different goals. Yet, there is a lack of well-defined guidelines or a methodology to direct the testers to","S. Balasubramanian; Kristen R. Walcott","2018","International Journal of Software Engineering & Applications","10.5121/ijsea.2018.9404","-","-","https://doi.org/10.5121/ijsea.2018.9404","","-","-","Include"
"Complementary test selection criteria for model-based testing of security components","-","Julien Botella; Jean-Francois Capuron; Frédéric Dadeau; Elizabeta Fourneret; B. Legeard; Florence Schadle","2018","International Journal on Software Tools for Technology Transfer (STTT)","10.1007/s10009-018-0489-2","4","true","https://doi.org/10.1007/s10009-018-0489-2","Computer science; Model-based testing; Selection (genetic algorithm); Context (archaeology); Reliability engineering; Software security assurance; Scalability; Test case; Test (biology); Security testing","en","24","Include"
"Study on Engine Control Software Testing Based on Hardware-in-the-Loop Simulation Platform","-","Wenwen Zeng; Ying Huang; Xue-en Zheng; Wenqiang Zhao","2017","Lecture Notes in Electrical Engineering","10.1007/978-981-10-8506-2_67","1","false","https://doi.org/10.1007/978-981-10-8506-2_67","Non-regression testing; Test harness; Software; White-box testing; Computer science; Test strategy; Test Management Approach; Regression testing; Test script; Diesel engine","en","20","Include"
"How to test your concurrent software: an approach for the selection of testing techniques","High-Performance Computing (HPC) applications consist of concurrent programs with multi-process and/or multithreaded models with varying degrees of parallelism. Although their design patterns, models, and principles are similar to those of sequential ones, their non-deterministic behavior makes the testing activity more complex. In an attempt to solve such complexity, several techniques for concurrent software testing have been developed over the past years. However, the transference of knowledge between academy and industry remains a challenge, mainly due to the lack of a solid base of evidence with information that assists the decision-making process. This paper proposes the construction of a body of evidence for the concurrent programming field that supports the selection of an adequate testing technique for a software project. We propose a characterization schema which assists the decision-making support and is based on relevant information from the technical literature regarding available techniques, attributes, and concepts of concurrent programming that affect the testing process. The schema classified 109 studies that compose the preliminary body of evidence. A survey was conducted with specialists for the validation of the schema, regarding adequacy and relevance of the attributes defined. The results indicate the schema is effective and can support testing teams for concurrent applications.","S. Melo; S. Souza; P. L. D. Souza; Jeffrey C. Carver","2017","SEPS@SPLASH","10.1145/3141865.3142468","6","false","https://doi.org/10.1145/3141865.3142468","Computer science; Schema (genetic algorithms); Software engineering; Schema evolution; Software; Programming language; Data mining; Machine learning; Database schema; Database design","en","-","Include"
"Contributions for the structural testing of multithreaded programs: coverage criteria, testing tool, and experimental evaluation","-","S. Melo; S. Souza; Felipe S. Sarmanho; P. L. D. Souza","2017","Software quality journal","10.1007/s11219-017-9376-4","5","true","https://doi.org/10.1007/s11219-017-9376-4","Computer science; Software testing; Reliability engineering; Test strategy; Programming language; Non-regression testing; Keyword-driven testing; Software engineering; Software; Engineering","en","39","Include"
"Tester Experience: Concept, Issues and Definition","Testing is a very essential activity for software development. It is the act of executing a software product in order to validate whether it behaves as intended and identify possible malfunctions. Studies have shown that testing makes up more than 50% of the development cost. Besides, much effort and emphasis have now been placed on tasks related to automation with the purpose of reducing cost and the participation of the human element in software testing activities. Testing is still a human-based activity. Therefore, efficient ways of testing software products for quality assurance will require a better and more comprehensive understanding of testers' feelings, perceptions and motivations, in this paper referred to as Tester Experience (TX). Thus, the better the tester's experience during the software testing process, the better the result. TX can be defined as a means of capturing how testers think and feel about their activities within the software testing environment, with the assumption that an improvement of the tester's experience has positive impact on quality assurance. This paper motivates the importance of TX, highlights related approaches from other domains, proposes a definition based on similar concepts in other domains, and proposes future research activities.","O. Ekwoge; A. Fontão; A. C. Dias-Neto","2017","Annual International Computer Software and Applications Conference","10.1109/compsac.2017.232","14","false","https://doi.org/10.1109/compsac.2017.232","Software engineering; Computer science; Software quality analyst; Software quality assurance; System integration testing; Process (computing); Quality (philosophy); Automation; Software performance testing; Test strategy","en","-","Include"
"Classification model for test case prioritization techniques","Regression Testing is mainly done in software maintenance aiming to assure that the changes made in the software have correctly been implemented and also to achieve the confidence that the modifications have not affected the other parts of the software. It is very costly and expensive technique. There are number of techniques present in literature that focus on achieving various testing objectives early in the process and hence reduces its cost. Despite of that, testers usually prefer only few already known techniques for test case prioritization. The main reason behind is the absence of guidelines for the selection of TCP techniques. Hence, this piece of research introduces a novel approach for classification of TCP techniques using fuzzy logic to support the efficient selection of test case prioritization techniques. This work is an extension of already proposed selection schema for test case prioritization techniques. To perform the validation of proposed approach results are compared with other classification techniques using Weka tool. The analysis clearly shows the effectiveness of proposed approach as compared to others in terms of its accuracy.","Sujata; G. Purohit","2017","International Conference on Computing, Communication and Automation","10.1109/ccaa.2017.8229925","3","false","https://doi.org/10.1109/ccaa.2017.8229925","Regression testing; Computer science; Prioritization; Selection (genetic algorithm); Data mining; Software; Test case; Machine learning; Reliability engineering; Regression analysis","en","-","Include"
"A review on verification and validation for embedded software","The aim of this paper is to provide a review on verification and validation of embedded software. An embedded software is a product that contains a microprocessor and software to perform certain function. The growing demand for new features and functionalities of embedded systems makes the design and implementation reach a higher level of complexity. We focused on identifying research trends in order to provide a review of the challenges that emerge during the verification and validation processes of embedded software. The research works are grouped by related themes in order to find research problems that persist nowadays.","Albeiro Espinosa Bedoya; Yury Montoya Pérez; Hector Marin","2016","IEEE Latin America Transactions","10.1109/tla.2016.7530431","9","false","https://doi.org/10.1109/tla.2016.7530431","Computer science; Verification and validation; Software verification; Software engineering; Software; Embedded software; Software construction; Embedded system; Software development; Engineering","en","-","Include"
"Rethinking Experiments in a Socio-Technical Perspective: The Case of Software Engineering","Experiments in computing share many characteristics with the traditional experimental method, but also present significant differences from a practical perspective, due to their aim at producing software artifacts and the central role played by human actors and organizations (e.g., programmers, project teams, software houses) involved in the software development process. By analyzing some of the most significant experiments in the subfield of software engineering, we aim at showing how the conceptual framework that supports experimental methodology in this context needs an extension in a socio-technical perspective.","V. Schiaffonati; Mario Verdicchio","2015","Philosophies","10.3390/philosophies1010087","2","true","https://doi.org/10.3390/philosophies1010087","Perspective (graphical); Software development; Software engineering; Context (archaeology); Computer science; Social software engineering; Software; Software development process; Personal software process; Sociotechnical system","en","-","Include"
"A Generic Model-Based Methodology of Testing Techniques to Obtain High Quality Software","Testing techniques have been widely used as a method to help software engineers in detecting defects in a software system in order to develop high-quality software system and achieve customer satisfaction. Different techniques reveal different quality aspects of a software system. This paper proposes a model-based methodology of the major accepted categories of testing techniques to evaluate many aspects like functional, structural, reliability, usability requirements and check their consistency. Evaluating all these aspects in a software project will help ensure the success of such software development project and will also assist software testers in error handling in order to achieve the desired quality for software customers.","Khaled Almakadmeh; Fatima Abu-Zitoon","2015","IPAC","10.1145/2816839.2816903","3","false","https://doi.org/10.1145/2816839.2816903","Software quality; Computer science; Software reliability testing; Software construction; Verification and validation; Software engineering; Software development; Software sizing; Software quality analyst; Reliability engineering","en","-","Include"
"Advanced management of data integrity: property-based testing for business rules","-","Laura M. Castro","2015","Journal of Intelligence and Information Systems","10.1007/s10844-014-0335-2","6","false","https://doi.org/10.1007/s10844-014-0335-2","Computer science; Consistency (knowledge bases); Property (philosophy); Software engineering; Business rule; Domain (mathematical analysis); Data mining; Task (project management); Test strategy; Software","en","26","Include"
"Unit Testing Tool Competition -- Round Three","This paper describes the third round of the Java Unit Testing Tool Competition. This edition of the contest evaluates no less than seven automated testing tools! And, like during the second round, test suites written by human testers are also used for comparison. This paper contains the full results of the evaluation.","U. Rueda; Tanja E.J. Vos; I.S.W.B. Prasetya","2015","2015 IEEE/ACM 8th International Workshop on Search-Based Software Testing","10.1109/sbst.2015.12","28","false","https://doi.org/10.1109/sbst.2015.12","CONTEST; Unit testing; Computer science; Java; Competition (biology); Software testing; Unit (ring theory); Integration testing; Test (biology); Software engineering","en","-","Include"
"A Schema Support for Selection of Test Case Prioritization Techniques","Regression testing is a vast field of research. It is very costly and time consuming process but on the other hand very important process in software testing. Retest all, Test case Selection, Hybrid and Test Case Prioritization are its various techniques which are used to reduce the efforts in maintenance phase. In technical literature several techniques are present with their different and vast number of goals which can be applied in software projects despite of that they have not proven their true efficiency in the testing process. The major problem in regression testing area is to select the test case prioritization technique/s that is effective in such a way that maximum project characteristics should be cover in a minimum time span. However, consideration of this decision be carefully done so that loss of resources can be avoided in a software project. Based on the above scenario, author proposes a selection schema to support the selection of TCP techniques for a given software project aiming at maximizing the coverage of software project characteristics considering aspect of prioritization of software project characteristics. At the end, preliminary results of an experimental evaluation are presented. The purpose of this research is decision should be based on the objective knowledge of the techniques rather than considering some perception and assumptions.","Sujata; G. Purohit","2015","2015 Fifth International Conference on Advanced Computing & Communication Technologies","10.1109/acct.2015.91","6","false","https://doi.org/10.1109/acct.2015.91","Regression testing; Computer science; Prioritization; Non-regression testing; Test strategy; Test case; Software reliability testing; Risk-based testing; Software; Reliability engineering","en","-","Include"
"Enablers, inhibitors, and perceptions of testing in novice software teams","There are many different approaches to testing software, with different benefits for software quality and the development process. Yet, it is not well understood what developers struggle with when getting started with testing - and why some do not test at all or not as much as would be good for their project. This missing understanding keeps us from improving processes and tools to help novices adopt proper testing practices. We conducted a qualitative study with 97 computer science students. Through interviews, we explored their experiences and attitudes regarding testing in a collaborative software project. We found enabling and inhibiting factors for testing activities, the different testing strategies they used, and novices’ perceptions and attitudes of testing. Students push test automation to the end of the project, thus robbing themselves from the advantages of having a test suite during implementation. Students were not convinced of the return of investment in automated tests and opted for laborious manual tests - which they often regretted in the end. Understanding such challenges and opportunities novices face when confronted with adopting testing can help us improve testing processes, company policies, and tools. Our findings provide recommendations that can enable organizations to facilitate the adoption of testing practices by their members.","Raphael Pham; Stephan Kiesling; Olga Liskin; L. Singer; K. Schneider","2014","SIGSOFT FSE","10.1145/2635868.2635925","33","false","https://doi.org/10.1145/2635868.2635925","Test strategy; Computer science; Perception; Quality (philosophy); Process (computing); Software engineering; Test (biology); System integration testing; Manual testing; Knowledge management","en","-","Include"
"A Framework to Support the Selection of Software Technologies by Search-Based Strategy","This paper presents a framework to instantiate software technologies selection approaches by using search techniques. The software technologies selection problem (STSP) is modeled as a Combinatorial Optimization problem aiming attending different real scenarios in Software Engineering. The proposed framework works as a top-level layer over generic optimization frameworks that implement a high number of metaheuristics proposed in the technical literature, such as JMetal and OPT4J. It aims supporting software engineers that are not able to use optimization frameworks during a software project due to short deadlines and limited resources or skills. The framework was evaluated in a case study of a complex real-world software engineering scenario. This scenario was modeled as the STSP and some experiments were executed with different metaheuristics using the proposed framework. The results indicate its feasibility as support to the selection of software technologies.","Aurélio da Silva Grande; Rosiane de Freitas Rodrigues; A. C. Dias-Neto","2014","IEEE International Conference on Tools with Artificial Intelligence","10.1109/ictai.2014.148","5","false","https://doi.org/10.1109/ictai.2014.148","Search-based software engineering; Computer science; Metaheuristic; Selection (genetic algorithm); Software engineering; Software; Software development; Software framework; Software construction; Software evolution","en","-","Include"
"Replication of empirical studies in software engineering research: a systematic mapping study","-","Fabio Q.B. da Silva; Marcos Suassuna; A. França; A. Grubb; Tatiana B. Gouveia; Cleviton V. F. Monteiro; Igor Ebrahim dos Santos","2014","Empirical Software Engineering","10.1007/s10664-012-9227-7","109","false","https://doi.org/10.1007/s10664-012-9227-7","Replication (statistics); Software; Empirical research; Computer science; Software peer review; Systematic review; Software engineering; Software quality; Software development; Software construction","en","-","Include"
