title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
A quantitative study on Australian doctoral students’ perceptions of employability preparedness: how gender and age matter,"ABSTRACT Twenty-first-century doctoral candidates face a consistently evolving employment landscape. This paper explores how gender and age influence doctoral students’ perceptions of employability preparedness provided by their higher education institution for future career pathways. A survey-based study (n = 222) was undertaken at a large regional Australian university to assess what employment pathways graduates intend to pursue, how prepared they feel for these pathways, and what strategies could be utilised to increase the effectiveness of doctoral training with a view to employability. Transition pedagogy is used as a lens to unpack and explore participants' perceptions about systems designed to support success. Key findings include (i) a surplus of candidates seeking academic careers; (ii) candidates reporting doctoral training inadequately prepares them for their preferred career path; and (iii) young males feeling most prepared by their doctoral programme and older females feeling the least prepared. We discuss how preparedness is not experienced equally, and how the conditions of higher education are constructed with assumptions of who a doctoral candidate is, with implications for who is most likely to benefit from it.","[{'authorId': '41030888', 'name': 'K. Beasy'}, {'authorId': '2086473676', 'name': 'J. Crawford'}, {'authorId': '2113748698', 'name': 'S. Young'}, {'authorId': '144931532', 'name': 'J. Kelder'}]",2022.0,Journal of Further and Higher Education,"{'volume': '46', 'pages': '1092 - 1106', 'name': 'Journal of Further and Higher Education'}",https://www.semanticscholar.org/paper/f3cae0956607fc7268bf6b268113e2eca4f68263,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1080/0309877X.2022.2050687?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1080/0309877X.2022.2050687, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4.0,93.0,,['Review'],,"{'DOI': '10.1080/0309877X.2022.2050687', 'CorpusId': 247651093}",1.0,"K. Beasy, J. Crawford, S. Young, J. Kelder",Review,"DOI:10.1080/0309877X.2022.2050687, CorpusId:247651093"
Industry–Academia Research Collaboration and Knowledge Co-creation: Patterns and Anti-patterns,"Increasing the impact of software engineering research in the software industry and the society at large has long been a concern of high priority for the software engineering community. The problem of two cultures, research conducted in a vacuum (disconnected from the real world), or misaligned time horizons are just some of the many complex challenges standing in the way of successful industry–academia collaborations. This article reports on the experience of research collaboration and knowledge co-creation between industry and academia in software engineering as a way to bridge the research–practice collaboration gap. Our experience spans 14 years of collaboration between researchers in software engineering and the European and Norwegian software and IT industry. Using the participant observation and interview methods, we have collected and afterwards analyzed an extensive record of qualitative data. Drawing upon the findings made and the experience gained, we provide a set of 14 patterns and 14 anti-patterns for industry–academia collaborations, aimed to support other researchers and practitioners in establishing and running research collaboration projects in software engineering.","[{'authorId': '1686499', 'name': 'D. Marijan'}, {'authorId': '2116371412', 'name': 'Sagar Sen'}]",2022.0,ACM Transactions on Software Engineering and Methodology,"{'volume': '31', 'pages': '1 - 52', 'name': 'ACM Transactions on Software Engineering and Methodology (TOSEM)'}",https://www.semanticscholar.org/paper/bb98f9a054e66f7c7c49176b9a43b1a2215cc2e5,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3494519', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2204.14180, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",31.0,64.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/tosem/MarijanS22', 'ArXiv': '2204.14180', 'DOI': '10.1145/3494519', 'CorpusId': 247312095}",0.0,"D. Marijan, Sagar Sen",JournalArticle,"DBLP:journals/tosem/MarijanS22, ArXiv:2204.14180, DOI:10.1145/3494519, CorpusId:247312095"
Successful combination of database search and snowballing for identification of primary studies in systematic literature studies,"Background: A good search strategy is essential for a successful systematic literature study. Historically, database searches have been the norm, which has later been complemented with snowball searches. Our conjecture is that we can perform even better searches if combining the two search approaches, referred to as a hybrid search strategy. Objective: Our main objective was to compare and evaluate a hybrid search strategy. Furthermore, we compared some alternative hybrid search strategies to assess whether it was possible to identify more cost-efficient ways of searching for relevant primary studies. Method: To compare and evaluate the hybrid search strategy, we replicated an SLR on industry-academia collaboration in software engineering. The SLR used a more traditional approach to searching for relevant articles for an SLR, while the replication was conducted using a hybrid search strategy. Results: In our evaluation, the hybrid search strategy was superior in identifying relevant primary studies. It identified 30 percent more primary studies and even more when focusing only on peer-reviewed articles. To embrace individual viewpoints when assessing research articles and minimise the risk of missing primary studies, we introduced two new concepts, wild cards and borderline articles, when conducting systematic literature studies. Conclusions: The hybrid search strategy is a strong contender for being used when conducting systematic literature studies. Furthermore, alternative hybrid search strategies may be viable if selected wisely in relation to the start set for snowballing. Finally, the two new concepts were judged as essential to cater for different individual judgements and to minimise the risk of excluding primary studies that ought to be included.","[{'authorId': '1714524', 'name': 'C. Wohlin'}, {'authorId': '143722532', 'name': 'Marcos Kalinowski'}, {'authorId': '1757650', 'name': 'K. Felizardo'}, {'authorId': '144414111', 'name': 'E. Mendes'}]",2022.0,Information and Software Technology,"{'volume': '147', 'pages': '106908', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/d595902361ddc3b5c3b6c2cf2f42786608d657f9,True,"{'url': 'https://doi.org/10.1016/j.infsof.2022.106908', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2307.02612, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",341.0,34.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'ArXiv': '2307.02612', 'DBLP': 'journals/infsof/WohlinKFM22', 'DOI': '10.1016/j.infsof.2022.106908', 'CorpusId': 247805976}",9.0,"C. Wohlin, Marcos Kalinowski, K. Felizardo, E. Mendes","JournalArticle, Review","ArXiv:2307.02612, DBLP:journals/infsof/WohlinKFM22, DOI:10.1016/j.infsof.2022.106908, CorpusId:247805976"
Guiding the selection of research methodology in industry-academia collaboration in software engineering,"Abstract Background: The literature concerning research methodologies and methods has increased in software engineering in the last decade. However, there is limited guidance on selecting an appropriate research methodology for a given research study or project. Objective: Based on a selection of research methodologies suitable for software engineering research in collaboration between industry and academia, we present, discuss and compare the methodologies aiming to provide guidance on which research methodology to choose in a given situation to ensure successful industry–academia collaboration in research. Method: Three research methodologies were chosen for two main reasons. Design Science and Action Research were selected for their usage in software engineering. We also chose a model emanating from software engineering, i.e., the Technology Transfer Model. An overview of each methodology is provided. It is followed by a discussion and an illustration concerning their use in industry–academia collaborative research. The three methodologies are then compared using a set of criteria as a basis for our guidance. Results: The discussion and comparison of the three research methodologies revealed general similarities and distinct differences. All three research methodologies are easily mapped to the general research process describe–solve–practice, while the main driver behind the formulation of the research methodologies is different. Thus, we guide in selecting a research methodology given the primary research objective for a given research study or project in collaboration between industry and academia. Conclusions: We observe that the three research methodologies have different main objectives and differ in some characteristics, although still having a lot in common. We conclude that it is vital to make an informed decision concerning which research methodology to use. The presentation and comparison aim to guide selecting an appropriate research methodology when conducting research in collaboration between industry and academia.","[{'authorId': '1714524', 'name': 'C. Wohlin'}, {'authorId': '1785952', 'name': 'P. Runeson'}]",2021.0,Information and Software Technology,"{'volume': '140', 'pages': '106678', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/04b40448e8250f3c0642b63a66976d9bf85606ca,True,"{'url': 'https://doi.org/10.1016/j.infsof.2021.106678', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/J.INFSOF.2021.106678?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/J.INFSOF.2021.106678, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",43.0,92.0,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'DBLP': 'journals/infsof/WohlinR21a', 'MAG': '3179432987', 'DOI': '10.1016/J.INFSOF.2021.106678', 'CorpusId': 237658435}",5.0,"C. Wohlin, P. Runeson","JournalArticle, Review","DBLP:journals/infsof/WohlinR21a, MAG:3179432987, DOI:10.1016/J.INFSOF.2021.106678, CorpusId:237658435"
"Enablers facilitating industry-academia, transnational education and university-community partnering agility in higher education","PurposeThe study has a two-fold purpose: first, to identify the enablers of partnering agility in higher education, and, second, to analyze the interplay between the enablers.Design/methodology/approachTotal interpretive structural modelling (TISM) was used to construct a theoretical model of partnering agility enablers, and cross-impact matrix multiplication applied to classification (MICMAC) analysis was used to rank and segregate the enablers into independent, autonomous, dependent and linkage zones on the basis of their driving and dependence power.FindingsThe study helped in identifying eight enablers that can be instrumental in driving partnering agility in higher education. According to the TISM model, clarity on roles and responsibilities of partners was found to be the most crucial and vital enabler followed by resource sharing.Practical implicationsThe conceptual model provides a new direction on how to develop and strengthen higher education partnerships. The model has prioritized all the crucial enablers that the management can work around in order to drive partnering agility in higher education institutions.Originality/valueStudies in the past have majorly focused on academia–industry partnerships. This research has tried to provide a comprehensive view of the enablers and the multidirectional interplay between the enablers that can facilitate partnerships between academia and industry, Indian and international universities, and academia and community.","[{'authorId': '47517646', 'name': 'Shalini Menon'}, {'authorId': '114882499', 'name': 'M. Suresh'}, {'authorId': '2134825895', 'name': 'R. Raghu Raman'}]",2021.0,"Higher Education, Skills and Work-based Learning","{'name': 'Higher Education, Skills and Work-Based Learning'}",https://www.semanticscholar.org/paper/be9b55a1bfe9a64ee0054246abfa921136c942ee,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1108/heswbl-04-2021-0067?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1108/heswbl-04-2021-0067, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",12.0,96.0,,,,"{'DOI': '10.1108/heswbl-04-2021-0067', 'CorpusId': 244299664}",1.0,"Shalini Menon, M. Suresh, R. Raghu Raman",,"DOI:10.1108/heswbl-04-2021-0067, CorpusId:244299664"
Bridging the ‘Valley of Death’: Can Agile Principles Be Applied in Industry-Academia Research and Innovation Projects?,"Government funding supports industry-academia research and innovation projects in Norway, sharing the risk of the research component in innovation. However, funding alone may not be sufficient to overcome potential differences in collaborative agendas and ways of working. As a result, positive research outcomes often get stuck in the valley of death, instead of ending up as successful innovations that create value. To contribute to bridging the valley of death, we investigated the importance of six agile principles for collaborative industry-academia research and innovation projects, abbreviated IPN in Norway. The study was limited to the manufacturing sector. We surveyed 124 IPN project leaders (70 from industry; 54 from academia) to evaluate the importance of the knowledge management practices associated with the six agile principles across the three project stages. The statistical analyses indicate the consistency of the agile principles throughout the project stages. This means that agile principles are relevant for IPN projects and can be used as guidelines for improvement of the knowledge management practices. Moreover, the study identifies the agile principles that are perceived as most important to use in different stages of a project. It also identifies the different perceptions of the importance of agile principles of the project leaders from industry and academia. These findings can support project leaders who are implementing agile principles to industry-academia research and innovation projects. The results from the study can also support national and federal research/innovation councils in decision-making when assessing industrial research applications.","[{'authorId': '47321138', 'name': 'Irina-Emily Hansen'}, {'authorId': '30416959', 'name': 'Ola Jon Mork'}, {'authorId': '2653460', 'name': 'T. Welo'}, {'authorId': '2962520', 'name': 'G. Ringen'}]",2021.0,Journal of the Knowledge Economy,"{'volume': '13', 'pages': '3172 - 3194', 'name': 'Journal of the Knowledge Economy'}",https://www.semanticscholar.org/paper/0ec239c19aaf9a3a6e981f84ad96cbbfbfbb4427,True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s13132-021-00846-2.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s13132-021-00846-2?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s13132-021-00846-2, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7.0,66.0,,['Review'],,"{'DOI': '10.1007/s13132-021-00846-2', 'CorpusId': 243811035}",1.0,"Irina-Emily Hansen, Ola Jon Mork, T. Welo, G. Ringen",Review,"DOI:10.1007/s13132-021-00846-2, CorpusId:243811035"
Bridging the gap: voices from industry and research on industrial relevance of SPLC,"Product line engineering emerged from a fruitful interaction of applied research in academia, industry research, and software engineering practice. SPLC was created as the primary venue to exchange ideas on this emerging topic and integrate the communities. Yet, today, SPLC is mostly regarded as an academic conference with little industry participation. Since a strong integration of academia and industry is often seen positive, here, we try to better understand motivations for practitioners to visit academic conferences like SPLC and the impact this has on such conferences. This analysis is based on nine systematic interviews with practitioners and researchers, who have been members of the SPLC community and other leading software engineering communities for a long time. Our preliminary results clarify the relevance and interest of practitioners and researchers to exchange knowledge and learn when attending scientific software engineering conferences such as SPLC. Yet, the results also highlight the differences between the goals of industry and academic conference participants, which often lead to inefficiencies and even barriers for constructive interaction at scientific conferences such as SPLC. We use this as a basis for pointing out further discussion points, both from the perspective of the interviewees as well as the authors.","[{'authorId': '144242731', 'name': 'Klaus Schmid'}, {'authorId': '2140666', 'name': 'R. Rabiser'}, {'authorId': '143798819', 'name': 'Martin Becker'}, {'authorId': '1719154', 'name': 'Goetz Botterweck'}, {'authorId': '1751457', 'name': 'M. Galster'}, {'authorId': '2055464', 'name': 'Iris Groher'}, {'authorId': '1680103', 'name': 'Danny Weyns'}]",2021.0,Software Product Lines Conference,{'name': 'Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume A'},https://www.semanticscholar.org/paper/89320c74f139787b28c1790584f2c76ca1e9c1f5,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3461001.3474301?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3461001.3474301, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4.0,20.0,,"['Book', 'JournalArticle']",['Computer Science'],"{'DBLP': 'conf/splc/SchmidR0BGGW21', 'DOI': '10.1145/3461001.3474301', 'CorpusId': 237379459}",0.0,"Klaus Schmid, R. Rabiser, Martin Becker, Goetz Botterweck, M. Galster, Iris Groher, Danny Weyns","Book, JournalArticle","DBLP:conf/splc/SchmidR0BGGW21, DOI:10.1145/3461001.3474301, CorpusId:237379459"
A case study of industry–academia communication in a joint software engineering research project,"Empirical software engineering research relies on good communication with industrial partners. Conducting joint research both requires and contributes to bridging the communication gap between industry and academia (IA) in software engineering. This study aims to explore communication between the two parties in such a setting. To better understand what facilitates good IA communication and what project outcomes such communication promotes, we performed a case study, in the context of a long‐term IA joint project, followed by a validating survey among practitioners and researchers with experience of working in similar settings. We identified five facilitators of IA communication and nine project outcomes related to this communication. The facilitators concern the relevance of the research, practitioners' attitude and involvement in research, frequency of communication and longevity of the collaboration. The project outcomes promoted by this communication include, for researchers, changes in teaching and new scientific venues, and for practitioners, increased awareness, changes to practice, and new tools and source code. Besides, both parties gain new knowledge and develop social‐networks through IA communication. Our study presents empirically based insights that can provide advise on how to improve communication in IA research projects and thus the co‐creation of software engineering knowledge that is anchored in both practice and research.","[{'authorId': '2074904105', 'name': 'Sergio Rico'}, {'authorId': '143654344', 'name': 'E. Bjarnason'}, {'authorId': '1777300', 'name': 'Emelie Engström'}, {'authorId': '1686793', 'name': 'Martin Höst'}, {'authorId': '1785952', 'name': 'P. Runeson'}]",2021.0,J. Softw. Evol. Process.,"{'volume': '33', 'name': 'Journal of Software: Evolution and Process'}",https://www.semanticscholar.org/paper/1790a15010d4c29d1e4300855983bd7e325bbe5c,True,"{'url': 'https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smr.2372', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1002/smr.2372?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/smr.2372, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",8.0,41.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'DBLP': 'journals/smr/RicoBEHR21', 'DOI': '10.1002/smr.2372', 'CorpusId': 238254593}",0.0,"Sergio Rico, E. Bjarnason, Emelie Engström, Martin Höst, P. Runeson","JournalArticle, Review","DBLP:journals/smr/RicoBEHR21, DOI:10.1002/smr.2372, CorpusId:238254593"
Toward Efficient Academia-Industry Collaboration: A Case Study of Joint VR System Development,"Collaborative academia-industry development and evaluation of virtual reality (VR) systems is a mutually beneficial opportunity to investigate VR technology in a real context and conduct user studies with target users. However, such collaboration is rarely performed due to variations in project pace and work methods. In this article, we introduce the process of action research on joint design, development, and evaluation of a collaborative VR system to address industrial needs. The paper further presents employees’ subjective opinions and perceived value of industrial VR applications and reflects on their involvement throughout the process. The article concludes with a process-oriented framework for remote academia-industry collaboration, supported with practical suggestions on how to support this collaboration. Our experiences reveal the methods and advantages of remote collaboration in all phases of the process and signify the efficiency of the remote framework for academia-industry collaboration, especially relevant in the light of the COVID-19 pandemia..","[{'authorId': '81203574', 'name': 'A. Burova'}, {'authorId': '47176395', 'name': 'Hanna Heinonen'}, {'authorId': '2127768919', 'name': 'Paulina Becerril Palma'}, {'authorId': '2027121', 'name': 'Tuuli Keskinen'}, {'authorId': '3105421', 'name': 'Jaakko Hakulinen'}, {'authorId': '2125833371', 'name': 'Viveka Opas'}, {'authorId': '152342956', 'name': 'John Mäkelä'}, {'authorId': '4281903', 'name': 'Kimmo Ronkainen'}, {'authorId': '80019322', 'name': 'S. Siltanen'}, {'authorId': '1749337', 'name': 'R. Raisamo'}, {'authorId': '2016931', 'name': 'M. Turunen'}]",2021.0,International Conference on Entertainment and Media in the Ubiquitous Era,{'name': 'Proceedings of the 24th International Academic Mindtrek Conference'},https://www.semanticscholar.org/paper/2df9631c3e95aa5f2e06ebd2383aa340920c1825,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3464327.3464367?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3464327.3464367, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7.0,30.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/mindtrek/BurovaHPKHOMRSR21', 'DOI': '10.1145/3464327.3464367', 'CorpusId': 237434143}",0.0,"A. Burova, Hanna Heinonen, Paulina Becerril Palma, Tuuli Keskinen, Jaakko Hakulinen, Viveka Opas, John Mäkelä, Kimmo Ronkainen, S. Siltanen, R. Raisamo, M. Turunen","JournalArticle, Book","DBLP:conf/mindtrek/BurovaHPKHOMRSR21, DOI:10.1145/3464327.3464367, CorpusId:237434143"
"Exploring the Dimensions of University-Company Collaborations: Research, Talent, and Beyond","This paper explores the benefits of university-company collaborations beyond research and talent – primarily from a US and Canadian perspective. Company connections to specific universities may initially be based on research relationships or talent acquisition needs. Additional collaborative dimensions may include marketing, sales, public policy, local economic development, and philanthropy. University-company partnerships are complex and fragile. To build effective and enduring partnerships, we describe collaboration scenarios to: incubate collaborations, connect experts, assess and communicate collaborative value, and grow relationships. The paper presents a set of recommended activities to achieve a greater sustained impact for innovation and learning: orchestrate collaborative events, measure and track results, facilitate learning, catalyze research through philanthropy, leverage regional development and government incentives, incubate a collaborative ecosystem, and make collaboration results more visible and actionable.","[{'authorId': '2068839886', 'name': 'Steven Fraser'}, {'authorId': '144778702', 'name': 'D. Mancl'}]",2021.0,2021 IEEE/ACM 8th International Workshop on Software Engineering Research and Industrial Practice (SER&IP),"{'pages': '57-64', 'name': '2021 IEEE/ACM 8th International Workshop on Software Engineering Research and Industrial Practice (SER&IP)'}",https://www.semanticscholar.org/paper/cd09d51ee25e98393b49ef3d9a441116ecb05c98,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/SER-IP52554.2021.00017?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/SER-IP52554.2021.00017, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",6.0,20.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/serip-ws/0001M21', 'DOI': '10.1109/SER-IP52554.2021.00017', 'CorpusId': 236190941}",1.0,"Steven Fraser, D. Mancl",JournalArticle,"DBLP:conf/serip-ws/0001M21, DOI:10.1109/SER-IP52554.2021.00017, CorpusId:236190941"
Changing Museums Through Cooperation and Collaboration,"ABSTRACT Working within a new museological paradigm that sees museums as fluid, unbounded, and dependent upon context, this article seeks to examine the discourses that underpin collaboration as a contemporary and necessary museum education practice. In conducting this examination we will use examples from both Germany and the United States to illustrate the fact that though the two nations exist thousands of miles apart, and the museums within each nation are situated in different socio-political and cultural contexts, the underlying purpose of collaboration is the same in each nation and its museums. Collaboration seeks to change the museum from, in the immortal words of Stephen Weil, being about something to being for somebody.","[{'authorId': '49247266', 'name': 'L. Kampschulte'}, {'authorId': '2051965378', 'name': 'S. J. Hatcher'}]",2021.0,,"{'volume': '46', 'pages': '74 - 85', 'name': 'Journal of Museum Education'}",https://www.semanticscholar.org/paper/41091b619364ee70e8afcdaef91883f7dd003502,False,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1080/10598650.2020.1842046?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1080/10598650.2020.1842046, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",7.0,30.0,,,,"{'DOI': '10.1080/10598650.2020.1842046', 'CorpusId': 232124930}",0.0,"L. Kampschulte, S. J. Hatcher",,"DOI:10.1080/10598650.2020.1842046, CorpusId:232124930"
Trends and Challenges for Software Engineering in the Mobile Domain,"Mobile computing is becoming a key aspect of our lives. This article builds on conversations held during the 2018 IEEE/ACM International Conference on Mobile Software Engineering and Systems, highlighting mobile computing's impact on software engineering practices, the transition from research to industry, and related areas.","[{'authorId': '1704858', 'name': 'L. Baresi'}, {'authorId': '1733025', 'name': 'W. Griswold'}, {'authorId': '1723579', 'name': 'G. Lewis'}, {'authorId': '1747339', 'name': 'M. Autili'}, {'authorId': '2331013', 'name': 'I. Malavolta'}, {'authorId': '1804635', 'name': 'C. Julien'}]",2021.0,IEEE Software,"{'volume': '38', 'pages': '88-96', 'name': 'IEEE Software'}",https://www.semanticscholar.org/paper/dc782d3706313944a036c7e364f8c686c57dd07a,True,"{'url': 'https://re.public.polimi.it/bitstream/11311/1154594/2/11311-1154594_Baresi.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/MS.2020.2994306?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/MS.2020.2994306, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",16.0,23.0,,['JournalArticle'],"['Computer Science', 'Engineering']","{'DBLP': 'journals/software/BaresiGLAMJ21', 'MAG': '3024068938', 'DOI': '10.1109/MS.2020.2994306', 'CorpusId': 219421902}",0.0,"L. Baresi, W. Griswold, G. Lewis, M. Autili, I. Malavolta, C. Julien",JournalArticle,"DBLP:journals/software/BaresiGLAMJ21, MAG:3024068938, DOI:10.1109/MS.2020.2994306, CorpusId:219421902"
Modeling the Software Prototyping Process in a Research Context,"The paper examines the Third Mission of universities from the point of view of company collaboration in the prototype development process. The paper presents an implementation of university-enterprise collaboration in prototype development described by means of process modeling notation. In this article, the focus is on modeling the software prototyping process in a research context. This research paper introduces prototype development in a university environment. The prototypes are made in collaboration with companies, which offered real-world use cases. The prototype development process is introduced by a modeling procedure with four example prototype cases. The research method used is an eight-step process modeling approach. The goal was to find instances of activity, artifact, resource, and role. The results of modeling are presented using textual and graphical notation. This paper describes the data elicitation, where the process knowledge is collected using stickers-on-the-wall technique, and the creation of the model is described. Finally, the shortcomings found in our existing practices and possibilities for improving our prototype development processes and practices are discussed.","[{'authorId': '145871316', 'name': 'M. Saari'}, {'authorId': '2146519', 'name': 'J. Soini'}, {'authorId': '73146934', 'name': 'J. Grönman'}, {'authorId': '35192059', 'name': 'Petri Rantanen'}, {'authorId': '38239786', 'name': 'T. Mäkinen'}, {'authorId': '1879160', 'name': 'Pekka Sillberg'}]",2020.0,European-Japanese Conference on Information Modelling and Knowledge Bases,{'pages': '107-118'},https://www.semanticscholar.org/paper/4c30ee1dcaca8b004ca5068b694061ab5d816cb2,True,"{'url': 'https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200823', 'status': 'HYBRID', 'license': 'CCBYNC', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3233/faia200823?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3233/faia200823, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",0.0,27.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/ejc/SaariSGRMS20', 'DOI': '10.3233/faia200823', 'CorpusId': 231799808}",0.0,"M. Saari, J. Soini, J. Grönman, Petri Rantanen, T. Mäkinen, Pekka Sillberg",JournalArticle,"DBLP:conf/ejc/SaariSGRMS20, DOI:10.3233/faia200823, CorpusId:231799808"
"Knowledge, Skills, and Abilities for Specialized Curricula in Cyber Defense","More specialized cybersecurity education programs are needed to address workforce needs, but it is unclear which knowledge, skills, and abilities (KSAs) fulfil industry needs. We interviewed 48 professionals within four cyber defense specialty areas: (1) Cyber Network Defense Analysis, (2) Cyber Network Defense Infrastructure Support, (3) Incident Response, and (4) Vulnerability Assessment and Management. The professionals rated a number of specialized KSAs along two dimensions: how important the KSA was to their job and how difficult the KSA was to learn. Overall, communication and other non-technical skills were rated as being very important for all cyber defense jobs. Findings indicated that, for some specialty areas, technical knowledge and skills vary considerably between jobs and so the ability to teach oneself is more valuable than proficiency in any one KSA. Findings may be used to inform the development of general cybersecurity curricula, as well as curricula that focus on Cyber Network Defense Analysis, Cyber Network Defense Infrastructure Support, or Vulnerability Assessment and Management.","[{'authorId': '35440692', 'name': 'Miriam E. Armstrong'}, {'authorId': '153739365', 'name': 'Keith S. Jones'}, {'authorId': '2336007', 'name': 'A. Namin'}, {'authorId': '152351642', 'name': 'David C. Newton'}]",2020.0,ACM Transactions on Computing Education,"{'volume': '20', 'pages': '1 - 25', 'name': 'ACM Transactions on Computing Education (TOCE)'}",https://www.semanticscholar.org/paper/221432320b5128f3d63edd9ce5307913e90524f0,True,"{'url': 'https://dl.acm.org/doi/pdf/10.1145/3421254', 'status': 'BRONZE', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/3421254?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/3421254, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",15.0,90.0,,['JournalArticle'],"['Psychology', 'Computer Science']","{'DBLP': 'journals/jeric/ArmstrongJNN20', 'MAG': '3108710931', 'DOI': '10.1145/3421254', 'CorpusId': 227171862}",0.0,"Miriam E. Armstrong, Keith S. Jones, A. Namin, David C. Newton",JournalArticle,"DBLP:journals/jeric/ArmstrongJNN20, MAG:3108710931, DOI:10.1145/3421254, CorpusId:227171862"
