id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3026492799,"This paper aims to discuss the standard guidelines of the development process of secure software and will give justification on different types and ways of the software development processes. Additionally, a survey is conducted, the aim of which is to observe user behavior towards software system usage, user attitude in terms of privacy and policy awareness, security and privacy concerns. This is followed by discussion on how to secure software systems in development stage.",Yong Weixiong|Kohei Dozono|Robin Lee|Alvin Kon Soon Seng|Fatima Tuz Zahra,https://openalex.org/A5003315050|https://openalex.org/A5046143767|https://openalex.org/A5057303695|https://openalex.org/A5006107968|https://openalex.org/A5079172472,||https://orcid.org/0000-0001-7209-3929||https://orcid.org/0000-0001-5989-1117,MY|MY|MY|MY|MY,Taylor's University|Taylor's University|Taylor's University|Taylor's University|Taylor's University,https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550,True|False|False|False|False,cc-by,0,https://openalex.org/I4210143550,Securing Software Systems - A Survey,https://doi.org/10.36227/techrxiv.12319598.v1,0.0,,False,en,True,gold,,,,,Advanced Malware Detection Techniques,2020-05-18,2020,preprint
https://openalex.org/W3128420447,,Soobia Saeed|N. Z. Jhanjhi|Memood Naqvi,https://openalex.org/A5101084367|https://openalex.org/A5029582839|https://openalex.org/A5046962021,https://orcid.org/0000-0002-9026-6130|https://orcid.org/0000-0001-8116-4733|,MY|MY|,University of Technology Malaysia|Taylor's University|,https://openalex.org/I4576418|https://openalex.org/I4210143550|,True|False|False,,0,https://openalex.org/I4576418,Globally Renewable Energy Consumption Sources,https://doi.org/10.4018/978-1-7998-6709-8.ch014,0.0,,False,en,False,closed,Advances in environmental engineering and green technologies book series,https://openalex.org/S4210197772,2326-9162,book series,Smart Grid Energy Management,2021-01-01,2021,book-chapter
https://openalex.org/W4248341156,"This paper aims to discuss the standard guidelines of the development process of secure software and will give justification on different types and ways of the software development processes. Additionally, a survey is conducted, the aim of which is to observe user behavior towards software system usage, user attitude in terms of privacy and policy awareness, security and privacy concerns. This is followed by discussion on how to secure software systems in development stage.",Yong Weixiong|Kohei Dozono|Robin Lee|Alvin Kon Soon Seng|Fatima Tuz Zahra,https://openalex.org/A5003315050|https://openalex.org/A5046143767|https://openalex.org/A5057303695|https://openalex.org/A5006107968|https://openalex.org/A5079172472,||https://orcid.org/0000-0001-7209-3929||https://orcid.org/0000-0001-5989-1117,MY|MY|MY|MY|MY,Taylor's University|Taylor's University|Taylor's University|Taylor's University|Taylor's University,https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550|https://openalex.org/I4210143550,True|False|False|False|False,cc-by,0,https://openalex.org/I4210143550,Securing Software Systems - A Survey,https://doi.org/10.36227/techrxiv.12319598,0.0,,False,en,True,gold,,,,,Advanced Malware Detection Techniques,2020-05-18,2020,preprint
https://openalex.org/W4313451435,,Gurpartap Singh|Anup Lal Yadav|Satbir S. Sehgal,https://openalex.org/A5038363576|https://openalex.org/A5017707468|https://openalex.org/A5004633758,|https://orcid.org/0000-0001-9337-5546|https://orcid.org/0000-0001-6138-7251,IN|IN|IN,Chandigarh University|Chandigarh University|Uttaranchal University,https://openalex.org/I101407740|https://openalex.org/I101407740|https://openalex.org/I3132702812,True|False|False,,0,https://openalex.org/I101407740,JavaScript Quiz Game,https://doi.org/10.1109/iccr56254.2022.9996042,0.0,,False,en,False,closed,2022 International Conference on Cyber Resilience (ICCR),https://openalex.org/S4363608155,,conference,Anomaly Detection Techniques and Applications,2022-10-06,2022,article
https://openalex.org/W4366549148,"การศึกษางานวิจัยในครั้งนี้มีวัตถุประสงค์เพื่อ 1) ศึกษาปัจจัยแรงจูงใจต่อการแบ่งปันความรู้ในพื้นที่ทำงานร่วมกัน 2) พัฒนาต้นแบบระบบการแบ่งปันความรู้สำหรับพื้นที่ทำงานร่วมกัน และ 3) ประเมินผลการยอมรับและความเป็นไปได้ของระบบการแบ่งปันความรู้สำหรับพื้นที่ทำงานร่วมกันในการนำไปใช้ประโยชน์เชิงพาณิชย์ โดยงานวิจัยครั้งนี้ใช้วิธีการวิจัยแบบผสมผสาน คือ การวิจัยเชิงคุณภาพด้วยการสัมภาษณ์เชิงลึก โดยกลุ่มผู้ให้สัมภาษณ์ ได้แก่ ผู้บริหารของพื้นที่ทำงานร่วมกันกับนักพัฒนาซอฟต์แวร์ที่มีประสบการณ์ใช้บริการพื้นที่ทำงานร่วมกัน และการวิจัยเชิงปริมาณด้วยวิธีการทดสอบความสอดคล้องโมเดลสมการโครงสร้างของปัจจัยแรงจูงใจที่ส่งผลกับการแบ่งปันความรู้ โดยกลุ่มตัวอย่าง คือ นักพัฒนาซอฟต์แวร์ที่มีประสบการณ์ใช้บริการพื้นที่ทำงานร่วมกัน ผลการวิจัยพบว่าปัจจัยแรงจูงใจภายนอกโดยรวม ประกอบด้วย รางวัล ชื่อเสียง การสร้างเครือข่าย บรรยากาศ และการแลกเปลี่ยนประโยชน์ซึ่งกันและกัน มีอิทธิพลต่อการแบ่งปันความรู้ในพื้นที่ทำงานร่วมกัน และการแบ่งปันความรู้ส่งผลต่อผลลัพธ์ของการแบ่งปันความรู้ในพื้นที่ทำงานร่วมกัน ต้นแบบระบบการแบ่งปันความรู้สำหรับพื้นที่ทำงานร่วมกันถูกพัฒนาโดยกระบวนการพัฒนาบริการใหม่ (New Service Development) จากนั้นนำต้นแบบของระบบมาทดสอบการยอมรับทางเทคโนโลยีและทัศนคติด้านสุนทรียภาพกับนักพัฒนาซอฟต์แวร์ที่มีประสบการณ์ใช้บริการพื้นที่ทำงานร่วมกัน ซึ่งสรุปได้ว่ากลุ่มตัวอย่างยอมรับต้นแบบระบบการแบ่งปันความรู้สำหรับพื้นที่ทำงานร่วมกัน การศึกษาความเป็นไปได้ทางการตลาด การบริการ ทรัพย์สินทางปัญญา และการเงิน พบว่าระบบการแบ่งปันความรู้สำหรับพื้นที่ทำงานร่วมกันมีโอกาสในการใช้ประโยชน์เชิงพาณิชย์ ด้วยวิธีการใช้สิทธิ์โดยไม่จำกัดแต่เพียงผู้เดียว (Non-Exclusive Licensing) ซึ่งถูกคุ้มครองทรัพย์สินทางปัญญา และการวิเคราะห์การเงิน พบว่า ระยะเวลาคืนทุนอยู่ที่ 3.59 ปี ค่าปัจจุบันสุทธิ (NPV) ที่ได้จากการลงทุนเท่่ากับ 932,461 บาท และอัตราผลตอบที่แท้จริง (IRR) จากการลงทุนเท่ากับ ร้อยละ 40.78",สุทธิลักษณ์ ลาภสมบุญกมล,https://openalex.org/A5096578357,,,,,True,cc-by-nc-nd,0,,ระบบการแบงปนความรสำหรบพนททำงานรวมกน,https://doi.org/10.58837/chula.the.2020.747,,,False,th,True,gold,,,,,Knowledge Management and Sharing,2020-01-01,2020,dissertation
https://openalex.org/W4389400033,,Juliana Costa de Araújo Santos|Vicente Pinto Alves Coelho|Felipe Mello Fonseca|Diogo Mendonça,https://openalex.org/A5103144750|https://openalex.org/A5000817371|https://openalex.org/A5042881454|https://openalex.org/A5077340439,https://orcid.org/0009-0004-6344-9347|https://orcid.org/0009-0009-7157-1330|https://orcid.org/0009-0006-5933-6408|https://orcid.org/0000-0003-4357-2888,BR|BR|BR|BR,Federal Center for Technological Education of Minas Gerais|Federal Center for Technological Education of Minas Gerais|Federal Center for Technological Education of Minas Gerais|Federal Center for Technological Education of Minas Gerais,https://openalex.org/I4210136482|https://openalex.org/I4210136482|https://openalex.org/I4210136482|https://openalex.org/I4210136482,True|False|False|False,,0,https://openalex.org/I4210136482,Implementing a Simplified Risk Management Approach in Agile Software Development: An Experience Report,https://doi.org/10.1145/3629479.3629516,0.0,,False,en,False,closed,,,,,Software Engineering Techniques and Practices,2023-11-07,2023,article
https://openalex.org/W4391621796,Aim: To minimize the size of public key for public cloud data using Identity-Based Broadcast Encryption (IBBE) algorithm. Materials and Methods: Novel Identity-Based Broadcast Encryption with sample size =20 and Attribute-Based-Encryption (ABE) with sample size = 20 was iterated 10 times to minimize the public key size of text messages. Encryption and Decryption in IBBE depends upon the Identity of the user (E-mail). The identity helps to minimize the public-key size. Results and discussion: IBBE appear to have significantly better public-key size (616 bytes) compared to ABE ciphertext size (789bytes). IBBE algorithm shows a slight increase in significant value of p=1.000 (p>0.05) Conclusion: IBBE appears to have less public-key size of 616 bytes than the ABE algorithm with 789 bytes.,Y. Mahi Gayathri|K. S. Rekha,https://openalex.org/A5093884631|https://openalex.org/A5026759236,|,IN|IN,Saveetha University|Saveetha University,https://openalex.org/I85461943|https://openalex.org/I85461943,True|False,,0,https://openalex.org/I85461943,Comparative analysis of identity-based-broadcast encryption with attribute-based encryption for reduced storage cost of multi users in a public cloud,https://doi.org/10.1063/5.0168813,0.0,,False,en,True,bronze,AIP conference proceedings,https://openalex.org/S2764696622,0094-243X,journal,Scientific and Engineering Research Topics,2024-01-01,2024,article
https://openalex.org/W4398234833,"Context: Effective Knowledge Management (KM) is vital for tech companies where developers frequently switch, risking the loss of valuable experience. Diagnosing its current state, assessing practices, and understanding applied methodologies in organizations is essential to succeed in KM. Problem: Given the dynamism witnessed in Knowledge Management (KM), a Systematic Literature Review (SLR) is necessary, and we found an outdated SLR on this topic until 2018. Objective: We extended the SLR to identify the current state-of-the-art KM within organizations and research niches to accurately depict the current management practices. Method: We extended the 2018 SLR, incorporating two additional databases to update this review and allow us to select new studies produced after the original review.",Wesley da Silva Souza|Williamson Silva|Gilleanes Thorwald Araujo Guedes,https://openalex.org/A5073593469|https://openalex.org/A5007653210|https://openalex.org/A5065070393,https://orcid.org/0009-0009-4995-2129|https://orcid.org/0000-0003-1849-2675|https://orcid.org/0000-0001-5457-2600,BR|BR|BR,Universidade Federal do Pampa|Universidade Federal do Pampa|Universidade Federal do Pampa,https://openalex.org/I72872986|https://openalex.org/I72872986|https://openalex.org/I72872986,True|False|False,cc-by,0,https://openalex.org/I72872986,Knowledge Management Diagnosis in Software Organizations: A Systematic Literature Review Extension,https://doi.org/10.1145/3658271.3658273,0.0,,False,en,True,green,,,,,Software Engineering Techniques and Practices,2024-05-20,2024,article
https://openalex.org/W4399340602,,Villy Satria Praditha|Muharman Lubis,https://openalex.org/A5079894584|https://openalex.org/A5088145722,https://orcid.org/0009-0005-5945-6170|https://orcid.org/0000-0003-2973-9215,ID|ID,Telkom University|Telkom University,https://openalex.org/I862893732|https://openalex.org/I862893732,True|False,,0,https://openalex.org/I862893732,A theoretical literature review on knowledge management framework,https://doi.org/10.1063/5.0199320,0.0,,False,en,False,closed,AIP conference proceedings,https://openalex.org/S2764696622,0094-243X,journal,Knowledge Management and Sharing,2024-01-01,2024,article
https://openalex.org/W4407380899,"This case study offers an in‐depth analysis of the foundational role of documentation for software quality, efficiency, and organizational success. It includes an inside look how a start‐up overcame inefficiencies and scaling challenges by implementing a sociotechnical documentation practice, and 10 recommendations for implementation or assessment based the case study data and a wider analysis of research and expertise. Time pressures of agile workflows that prioritize writing code, coupled with rapidly scaling software and startups, create an environment where documentation often takes a back seat. But its value to organizations and engineering teams as a source of knowledge and a practice of knowledge sharing becomes clear when critical inefficiencies and even chaos to prompt an overhaul of norms and behaviors. The experience at Remesh demonstrates the value of an ethnographic approach to gain a holistic understanding of engineering and work practices and to implement positive change.",NICOLE TIETZ‐SOKOLSKAYA|Sean Walsh,https://openalex.org/A5116233411|https://openalex.org/A5041043149,|,|,,,True|False,cc-by-nc-nd,0,,Foundations of Practice: An Ethnographic Exploration of Software Documentation and its Cultural Implications for an Agile Startup,https://doi.org/10.1111/epic.12210,0.0,,False,en,True,hybrid,Ethnographic Praxis in Industry Conference Proceedings,https://openalex.org/S4210169994,1559-890X,conference,Software Engineering Techniques and Practices,2024-11-01,2024,article
